Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 289d,103 (66-0-37 64.08%),153 (1.49),65 (48-0-17 73.85%),98 (1.51)
26,"Bell, Peter",24y 135d,119 (82-0-37 68.91%),114 (0.96),117 (82-0-35 70.09%),112 (0.96)
12,"Blakey, John",33y 356d,318 (174-0-144 54.72%),104 (0.33),183 (122-0-61 66.67%),66 (0.36)
22,"Burton, Matthew",30y 56d,87 (33-0-54 37.93%),40 (0.46),17 (11-0-6 64.71%),8 (0.47)
18,"Carey, Wayne",29y 48d,224 (143-0-81 63.84%),621 (2.77),←,
23,"Clayton, Shane",21y 264d,62 (35-0-27 56.45%),19 (0.31),44 (33-0-11 75.00%),18 (0.41)
45,"Cochrane, Stuart",21y 360d,6 (4-0-2 66.67%),,←,
2,"Colbert, Leigh",25y 37d,112 (68-1-43 61.16%),55 (0.49),7 (6-0-1 85.71%),5 (0.71)
6,"Grant, Shannon",23y 86d,126 (82-1-43 65.48%),141 (1.12),68 (50-0-18 73.53%),103 (1.51)
29,"Harvey, Brent",22y 61d,83 (59-0-24 71.08%),95 (1.14),←,
21,"Hewitt, Evan",22y 7d,32 (20-0-12 62.50%),22 (0.69),←,
34,"King, David",28y 129d,151 (103-0-48 68.21%),58 (0.38),←,
20,"Kingsley, Kent",21y 292d,12 (11-0-1 91.67%),10 (0.83),←,
27,"Lange, Adam",21y 184d,22 (15-0-7 68.18%),19 (0.86),←,
35,"Makepeace, Troy",21y 130d,16 (12-0-4 75.00%),5 (0.31),←,
5,"McCartney, Jason",26y 122d,139 (81-0-58 58.27%),52 (0.37),64 (47-0-17 73.44%),4 (0.06)
31,"McKernan, Corey",26y 208d,156 (109-0-47 69.87%),190 (1.22),←,
28,"Pickett, Byron",22y 338d,70 (51-0-19 72.86%),3 (0.04),←,
13,"Pike, Martin",27y 243d,138 (69-0-69 50.00%),59 (0.43),78 (57-0-21 73.08%),19 (0.24)
24,"Sholl, Craig",32y 197d,232 (141-0-91 60.78%),158 (0.68),←,
7,"Simpson, Adam",24y 149d,109 (80-0-29 73.39%),39 (0.36),←,
10,"Stevens, Anthony",29y 12d,212 (134-0-78 63.21%),100 (0.47),←,
Totals,Totals,25y 202d,2529 (1572-2-955 62.16%),2057 (0.81),,
C,"Pagan, Denis",52y 294d,189 (127-0-62 67.20%),,←,
