Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",23y 168d,81 (34-2-45 43.21%),25 (0.31),←,
20,"Black, Simon",30y 29d,238 (141-3-94 59.87%),143 (0.60),←,
36,"Bradshaw, Daniel",30y 162d,207 (116-2-89 56.52%),455 (2.20),204 (113-2-89 55.88%),455 (2.23)
17,"Brennan, Jared",24y 278d,84 (40-2-42 48.81%),57 (0.68),←,
16,"Brown, Jonathan",27y 185d,166 (105-2-59 63.86%),358 (2.16),←,
1,"Clark, Mitch",21y 195d,28 (11-1-16 41.07%),19 (0.68),←,
39,"Drummond, Josh",26y 13d,51 (23-1-27 46.08%),23 (0.45),←,
5,"Harding, Scott",22y 317d,35 (18-2-15 54.29%),10 (0.29),←,
4,"Johnstone, Travis",28y 289d,184 (90-1-93 49.18%),131 (0.71),24 (12-0-12 50.00%),20 (0.83)
26,"Macdonald, Joel",24y 204d,64 (35-0-29 54.69%),6 (0.09),←,
9,"McGrath, Ashley",25y 347d,119 (65-1-53 55.04%),101 (0.85),←,
21,"Merrett, Daniel",24y 141d,74 (31-2-41 43.24%),16 (0.22),←,
24,"Patfull, Joel",24y 146d,64 (27-2-35 43.75%),19 (0.30),←,
31,"Polkinghorne, James",20y 101d,6 (3-0-3 50.00%),,←,
6,"Power, Luke",29y 114d,223 (130-2-91 58.74%),195 (0.87),←,
2,"Proud, Albert",20y 238d,12 (4-0-8 33.33%),,←,
10,"Rich, Daniel",18y 329d,6 (3-0-3 50.00%),2 (0.33),←,
35,"Rischitelli, Michael",23y 114d,71 (31-2-38 45.07%),30 (0.42),←,
28,"Selwood, Troy",25y 1d,66 (28-1-37 43.18%),11 (0.17),←,
3,"Sheldon, Sam",20y 55d,1 (1-0-0 100.00%),,←,
11,"Sherman, Justin",22y 96d,79 (31-2-46 40.51%),50 (0.63),←,
32,"Stiller, Cheynee",22y 364d,50 (19-2-29 40.00%),12 (0.24),←,
Totals,Totals,24y 160d,1909 (986-30-893 51.65%),1663 (0.87),,
C,"Voss, Michael",33y 299d,6 (3-0-3 50.00%),,←,
