St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",11,9,7,18,,,,1.0,4.0,2.0,,2.0,,1.0,,3.0,13.0,2.0,,7.0,1.0,,93.0
36,"Bonner, Riley",29,9,3,32,,1.0,,1.0,12.0,7.0,1.0,6.0,2.0,,,5.0,21.0,,,2.0,1.0,,82.0
16,"Butler, Dan",7,3,3,10,1,,,2.0,,1.0,,1.0,1.0,,,2.0,7.0,,,,,,76.0
13,"Byrnes, Ryan",9,4,5,14,,,,3.0,,5.0,1.0,,1.0,,,1.0,13.0,,1.0,,,,86.0
47,"Caminiti, Anthony",6,2,5,11,2,2.0,,2.0,,,,2.0,1.0,,,7.0,3.0,2.0,2.0,,,1.0,82.0
21,"Cordy, Zaine",6,2,5,11,,,,2.0,4.0,,1.0,2.0,,,,2.0,9.0,,,7.0,,,90.0
24 ↑,"Hastie, Angus",1,1,3,4,,,,1.0,,,,,,,,1.0,4.0,1.0,,,,,22.0
1,"Higgins, Jack",8,1,7,15,3,1.0,,5.0,,1.0,,,,,,5.0,8.0,,1.0,1.0,,1.0,84.0
8,"Hill, Bradley",15,4,10,25,,,,1.0,2.0,7.0,3.0,2.0,,,,8.0,17.0,,,2.0,,,80.0
3,"Jones, Zak",7,1,9,16,,,,2.0,,3.0,5.0,3.0,1.0,2.0,,9.0,8.0,,,1.0,1.0,,61.0
19,"Marshall, Rowan",12,8,8,20,,,27.0,7.0,1.0,3.0,2.0,14.0,1.0,5.0,,12.0,10.0,2.0,1.0,3.0,,,84.0
28,"Membrey, Tim",5,3,7,12,,1.0,,3.0,,2.0,,1.0,,,,7.0,5.0,1.0,1.0,,,1.0,89.0
10,"Owens, Mitch",5,4,8,13,1,,,1.0,,2.0,,3.0,,2.0,,7.0,7.0,1.0,2.0,1.0,,1.0,77.0
25,"Phillipou, Mattaes",7,3,11,18,,1.0,,6.0,,1.0,4.0,3.0,,1.0,,9.0,9.0,,1.0,2.0,,,82.0
6,"Ross, Sebastian",15,7,13,28,1,1.0,,3.0,2.0,4.0,6.0,3.0,2.0,2.0,2.0,11.0,16.0,,1.0,1.0,1.0,,74.0
43 ↓,"Sharman, Cooper",5,4,3,8,,2.0,,1.0,1.0,1.0,,1.0,,,,3.0,5.0,,2.0,,,,60.0
35,"Sinclair, Jack",16,4,14,30,1,,,1.0,3.0,3.0,1.0,5.0,1.0,,,6.0,24.0,,1.0,1.0,1.0,1.0,81.0
9,"Steele, Jack",11,9,18,29,,,,7.0,2.0,4.0,3.0,2.0,,,,10.0,19.0,,,1.0,,3.0,84.0
14,"Stocker, Liam",3,5,10,13,,,,1.0,,1.0,,2.0,,1.0,,5.0,9.0,1.0,,1.0,,,75.0
7,"Wanganeen-Milera, Nasiah",13,3,7,20,,1.0,,2.0,5.0,,,1.0,,,,2.0,17.0,,,3.0,2.0,,81.0
44,"Wilkie, Callum",9,4,9,18,,,,3.0,3.0,,,3.0,1.0,,,9.0,12.0,,,6.0,,,100.0
22,"Wilson, Darcy",6,2,3,9,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,3.0,5.0,,,1.0,,,75.0
2,"Windhager, Marcus",7,1,11,18,,,,5.0,1.0,3.0,4.0,4.0,,2.0,,6.0,13.0,,,1.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,93,179,392,9,13.0,27.0,61.0,42.0,51.0,32.0,61.0,11.0,16.0,2.0,133.0,254.0,10.0,13.0,41.0,7.0,8.0,
Opposition,Opposition,248,113,169,417,10,11.0,34.0,66.0,42.0,53.0,37.0,62.0,16.0,11.0,4.0,146.0,261.0,12.0,15.0,47.0,3.0,8.0,
