Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",25y 274d,104 (33-0-71 31.73%),80 (0.77),←,
32,"Bell, Peter",25y 171d,142 (85-0-57 59.86%),132 (0.93),19 (1-0-18 5.26%),12 (0.63)
7,"Black, Heath",22y 83d,67 (17-0-50 25.37%),33 (0.49),←,
30,"Brown, Leigh",19y 177d,40 (9-0-31 22.50%),9 (0.22),←,
9,"Carr, Matthew",22y 233d,47 (8-1-38 18.09%),10 (0.21),19 (1-0-18 5.26%),8 (0.42)
10,"Cook, Troy",25y 7d,85 (33-0-52 38.82%),35 (0.41),42 (9-0-33 21.43%),24 (0.57)
31,"Eastaugh, Simon",28y 68d,26 (9-0-17 34.62%),2 (0.08),9 (1-0-8 11.11%),1 (0.11)
2,"Fletcher, Adrian",31y 313d,229 (90-2-137 39.74%),96 (0.42),77 (19-0-58 24.68%),23 (0.30)
42,"Haddrill, Robert",20y 203d,6 (1-0-5 16.67%),,←,
4,"Hasleby, Paul",20y 68d,41 (9-0-32 21.95%),29 (0.71),←,
5,"Jones, Anthony",26y 243d,73 (22-0-51 30.14%),3 (0.04),←,
11,"Kickett, Dale",33y 107d,176 (66-0-110 37.50%),62 (0.35),130 (43-0-87 33.08%),22 (0.17)
28,"Koops, Steven",23y 26d,42 (13-0-29 30.95%),39 (0.93),←,
20,"Longmuir, Justin",20y 210d,33 (5-0-28 15.15%),30 (0.91),←,
8,"McManus, Shaun",25y 191d,99 (27-0-72 27.27%),52 (0.53),←,
17,"McPhee, Adam",18y 317d,12 (1-0-11 8.33%),4 (0.33),←,
23,"Parker, Shane",28y 182d,126 (38-0-88 30.16%),8 (0.06),←,
29,"Pavlich, Matthew",19y 231d,37 (7-0-30 18.92%),40 (1.08),←,
27,"Schell, Daniel",21y 211d,14 (1-0-13 7.14%),6 (0.43),←,
13,"Simpson, Dwayne",20y 188d,1 (0-0-1 0.00%),1 (1.00),←,
19,"Walker, James",22y 216d,51 (11-0-40 21.57%),5 (0.10),←,
34,"Woods, Dion",19y 206d,6 (1-0-5 16.67%),2 (0.33),←,
Totals,Totals,23y 261d,1457 (486-3-968 33.36%),678 (0.47),,
C,"Allan, Ben",32y 308d,11 (1-0-10 9.09%),,←,
