St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Beveridge, Luke",27y 337d,112 (66-1-45 59.38%),103 (0.92),39 (23-0-16 58.97%),33 (0.85)
2,"Brown, Tony",21y 59d,71 (42-0-29 59.15%),42 (0.59),←,
3,"Burke, Nathan",28y 170d,243 (114-2-127 47.33%),92 (0.38),←,
41,"Campbell, Brad",22y 217d,12 (10-0-2 83.33%),,←,
42,"Cook, Brett",25y 98d,36 (6-0-30 16.67%),7 (0.19),11 (5-0-6 45.45%),
38,"Elliott, Tim",21y 317d,9 (6-0-3 66.67%),2 (0.22),←,
10,"Everitt, Peter",24y 84d,108 (57-1-50 53.24%),181 (1.68),←,
25,"Hall, Barry",21y 168d,29 (19-0-10 65.52%),22 (0.76),←,
35,"Harvey, Robert",26y 339d,196 (103-2-91 53.06%),115 (0.59),←,
6,"Healy, Daniel",24y 84d,31 (20-0-11 64.52%),20 (0.65),←,
24,"Heatley, Jason",26y 155d,39 (28-0-11 71.79%),120 (3.08),36 (25-0-11 69.44%),112 (3.11)
8,"Hudghton, Max",21y 327d,34 (23-0-11 67.65%),,←,
5,"Jones, Austinn",21y 301d,83 (45-0-38 54.22%),73 (0.88),←,
22,"Lappin, Matthew",22y 159d,51 (27-1-23 53.92%),24 (0.47),←,
11,"Mitchell, Gavin",25y 210d,52 (24-0-28 46.15%),38 (0.73),16 (11-0-5 68.75%),20 (1.25)
13,"Sierakowski, David",23y 209d,69 (37-1-31 54.35%),14 (0.20),←,
19,"Sziller, Steven",25y 223d,72 (42-0-30 58.33%),28 (0.39),←,
29,"Thompson, Andrew",25y 278d,38 (27-0-11 71.05%),26 (0.68),←,
15,"Wakelin, Darryl",23y 349d,73 (42-0-31 57.53%),6 (0.08),←,
12,"Wakelin, Shane",23y 348d,67 (34-1-32 51.49%),18 (0.27),←,
7,"Winmar, Nicky",32y 304d,224 (106-1-117 47.54%),279 (1.25),←,
20,"Young, Matthew",25y 312d,73 (42-0-31 57.53%),17 (0.23),52 (33-0-19 63.46%),11 (0.21)
Totals,Totals,24y 263d,1722 (920-10-792 53.43%),1227 (0.71),,
C,"Alves, Stan",52y 65d,108 (54-1-53 50.46%),,←,
