Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
32,"Bugg, Tomas",23y 40d,73 (21-0-52 28.77%),18 (0.25),8 (4-0-4 50.00%),2 (0.25)
20,"Garland, Colin",28y 17d,139 (33-2-104 24.46%),16 (0.12),←,
36,"Garlett, Jeff",26y 286d,135 (67-1-67 50.00%),236 (1.75),28 (10-0-18 35.71%),53 (1.89)
11,"Gawn, Max",24y 137d,47 (13-0-34 27.66%),25 (0.53),←,
43,"Harmes, James",20y 223d,16 (7-0-9 43.75%),10 (0.63),←,
1,"Hogan, Jesse",21y 93d,28 (10-0-18 35.71%),62 (2.21),←,
29,"Hunt, Jayden",21y 42d,5 (3-0-2 60.00%),,←,
39,"Jetta, Neville",26y 93d,81 (20-2-59 25.93%),21 (0.26),←,
2,"Jones, Nathan",28y 116d,209 (52-3-154 25.60%),99 (0.47),←,
35,"Kennedy, Ben",22y 73d,33 (16-0-17 48.48%),24 (0.73),8 (4-0-4 50.00%),9 (1.13)
25,"McDonald, Tom",23y 240d,90 (22-0-68 24.44%),8 (0.09),←,
22,"Michie, Viv",24y 82d,20 (4-0-16 20.00%),,19 (4-0-15 21.05%),
13,"Oliver, Clayton",18y 298d,6 (3-0-3 50.00%),4 (0.67),←,
21,"Pedersen, Cameron",29y 59d,59 (17-0-42 28.81%),50 (0.85),43 (10-0-33 23.26%),30 (0.70)
5,"Petracca, Christian",20y 132d,3 (1-0-2 33.33%),3 (1.00),←,
3,"Salem, Christian",20y 305d,29 (9-0-20 31.03%),8 (0.28),←,
15,"Stretch, Billy",19y 250d,14 (4-0-10 28.57%),3 (0.21),←,
12,"Tyson, Dom",22y 342d,58 (14-0-44 24.14%),33 (0.57),45 (13-0-32 28.89%),29 (0.64)
23,"Vince, Bernie",30y 226d,179 (81-0-98 45.25%),109 (0.61),50 (13-0-37 26.00%),29 (0.58)
7,"Viney, Jack",22y 32d,57 (14-0-43 24.56%),16 (0.28),←,
42,"Wagner, Josh",21y 326d,6 (3-0-3 50.00%),,←,
4,"Watts, Jack",25y 50d,123 (32-2-89 26.83%),100 (0.81),←,
Totals,Totals,23y 257d,1410 (446-10-954 31.63%),845 (0.60),,
C,"Roos, Paul",52y 323d,254 (131-2-121 51.97%),,52 (15-0-37 28.85%),
