Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Anthony, John",5,5,2,7,1,,,1.0,1.0,1.0,,3.0,,1.0,,,7.0,,1.0,2.0,,,88.0
15,"Brown, Leigh",9,5,3,12,1,,,6.0,1.0,2.0,,2.0,,2.0,,1.0,11.0,,,3.0,,,92.0
18,"Clarke, Martin",5,1,2,7,,,,3.0,,1.0,1.0,,,,,4.0,2.0,,,,,,94.0
32,"Cloke, Travis",8,6,2,10,,2.0,1.0,3.0,,4.0,1.0,3.0,,,,5.0,5.0,2.0,2.0,,,,99.0
12,"Cox, Shannon",12,4,5,17,,1.0,,1.0,4.0,1.0,,4.0,,1.0,,6.0,12.0,1.0,,8.0,1.0,,100.0
1,"Davis, Leon",12,2,5,17,3,1.0,,5.0,,4.0,3.0,1.0,1.0,1.0,,9.0,7.0,1.0,2.0,1.0,1.0,,80.0
33,"Dick, Brad",7,2,5,12,1,,,6.0,,4.0,,2.0,1.0,,,7.0,5.0,,,1.0,,,64.0
4,"Didak, Alan",29,6,5,34,2,1.0,,3.0,1.0,9.0,9.0,2.0,1.0,,3.0,11.0,18.0,1.0,,1.0,3.0,3.0,79.0
25,"Fraser, Josh",9,5,3,12,1,,14.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,,6.0,6.0,1.0,,4.0,,,69.0
24,"Lockyer, Tarkyn",15,6,5,20,,1.0,,6.0,1.0,6.0,2.0,1.0,,1.0,,5.0,14.0,,,3.0,,,92.0
8,"Lumumba, Heritier",11,4,7,18,1,,,3.0,1.0,2.0,3.0,3.0,,1.0,,6.0,11.0,,,2.0,2.0,,100.0
5,"Maxwell, Nick",14,11,7,21,,,1.0,2.0,1.0,3.0,,2.0,,1.0,,6.0,13.0,,,9.0,1.0,,100.0
11,"OBree, Shane",10,2,5,15,2,,,5.0,1.0,1.0,5.0,,2.0,,,8.0,8.0,,,2.0,,,84.0
10,"Pendlebury, Scott",,,,,,,,,,,,,,,,,,,,,,,2.0
35,"Prestigiacomo, Simon",10,7,4,14,,,,1.0,5.0,1.0,1.0,1.0,,,,6.0,8.0,,,3.0,4.0,,100.0
39,"Shaw, Heath",20,4,6,26,,,,,11.0,3.0,1.0,3.0,1.0,,,5.0,18.0,,,8.0,7.0,,92.0
22,"Sidebottom, Steele",7,3,7,14,,1.0,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,3.0,10.0,,1.0,3.0,1.0,,70.0
36,"Swan, Dane",19,9,10,29,1,,,5.0,1.0,4.0,2.0,4.0,,1.0,,15.0,13.0,3.0,1.0,,2.0,1.0,84.0
13,"Thomas, Dale",7,7,9,16,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,7.0,9.0,1.0,1.0,2.0,2.0,1.0,76.0
34,"Toovey, Alan",10,3,3,13,,,,4.0,3.0,,1.0,2.0,1.0,1.0,,6.0,7.0,,,4.0,,,97.0
21,"Wellingham, Sharrod",4,2,10,14,,,,4.0,1.0,1.0,5.0,1.0,,1.0,,9.0,4.0,,,1.0,,1.0,76.0
19,"Wood, Cameron",3,2,4,7,,,12.0,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,6.0,,,4.0,,,62.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,96,109,335,13,11.0,29.0,70.0,40.0,54.0,41.0,37.0,10.0,14.0,3.0,126.0,194.0,10.0,8.0,61.0,24.0,6.0,
Opposition,Opposition,217,86,201,418,9,12.0,59.0,50.0,37.0,51.0,51.0,45.0,14.0,10.0,3.0,171.0,240.0,8.0,10.0,48.0,4.0,6.0,
