Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
40,"Bryan, Chris",3,,1,4,,,7.0,4.0,,2.0,1.0,1.0,2.0,,,5.0,,,,,,1.0,42.0
17,"Burns, Scott",15,6,9,24,1,,,2.0,3.0,5.0,5.0,3.0,1.0,1.0,,9.0,15.0,,,,,1.0,69.0
32,"Cloke, Travis",9,7,2,11,2,1.0,,2.0,,5.0,,3.0,1.0,,,4.0,7.0,1.0,3.0,,,1.0,87.0
1,"Davis, Leon",17,4,1,18,2,,,6.0,1.0,6.0,4.0,4.0,,3.0,,6.0,10.0,,2.0,2.0,1.0,1.0,68.0
33,"Dick, Brad",7,1,3,10,1,1.0,,4.0,,3.0,,,,,,4.0,4.0,,,1.0,,1.0,61.0
4,"Didak, Alan",6,4,4,10,2,,,1.0,2.0,4.0,1.0,2.0,2.0,1.0,,4.0,6.0,,,2.0,,,94.0
25,"Fraser, Josh",10,9,7,17,2,,16.0,,,2.0,2.0,3.0,1.0,1.0,,4.0,13.0,,3.0,1.0,,1.0,78.0
38,"Goldsack, Tyson",6,2,6,12,,,,,1.0,1.0,,,1.0,,,8.0,5.0,1.0,,8.0,1.0,,83.0
6,"Holland, Brodie",9,2,3,12,,,,3.0,1.0,2.0,2.0,,,,,5.0,7.0,,,3.0,,,59.0
26,"Johnson, Ben",14,7,3,17,,1.0,,1.0,3.0,3.0,,1.0,1.0,1.0,,3.0,14.0,1.0,1.0,,,,92.0
24,"Lockyer, Tarkyn",18,6,7,25,,1.0,,2.0,2.0,5.0,3.0,1.0,1.0,1.0,,9.0,15.0,,,1.0,2.0,,93.0
30,"Lumumba, Heritier",6,3,6,12,,,2.0,3.0,2.0,,,2.0,,,,5.0,6.0,1.0,,3.0,1.0,,100.0
27,"Maxwell, Nick",5,3,6,11,,1.0,4.0,3.0,,2.0,1.0,1.0,1.0,,,7.0,3.0,,1.0,3.0,,1.0,89.0
11,"OBree, Shane",13,5,11,24,,,,,,3.0,2.0,3.0,,1.0,,8.0,16.0,,,2.0,,,66.0
10,"Pendlebury, Scott",10,7,11,21,1,,,2.0,1.0,3.0,3.0,3.0,1.0,2.0,,10.0,11.0,1.0,1.0,1.0,,2.0,92.0
35,"Prestigiacomo, Simon",5,2,4,9,,,1.0,1.0,2.0,1.0,,3.0,,3.0,,3.0,5.0,,,7.0,3.0,,100.0
23,"Rocca, Anthony",12,8,1,13,3,2.0,,1.0,,3.0,1.0,4.0,,,,11.0,2.0,6.0,6.0,,,,88.0
39,"Shaw, Heath",11,6,,11,,1.0,,1.0,1.0,,,1.0,,,,3.0,6.0,1.0,1.0,1.0,3.0,,100.0
22,"Shaw, Rhyce",9,8,5,14,,1.0,,1.0,4.0,,,2.0,,2.0,,3.0,11.0,,,1.0,3.0,,94.0
36,"Swan, Dane",15,5,4,19,,1.0,,3.0,2.0,2.0,7.0,3.0,1.0,2.0,,14.0,5.0,2.0,1.0,2.0,,,82.0
13,"Thomas, Dale",7,5,7,14,,,1.0,1.0,,3.0,3.0,3.0,1.0,1.0,,6.0,8.0,1.0,,4.0,2.0,1.0,73.0
34,"Toovey, Alan",5,2,2,7,,,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,,2.0,6.0,,,2.0,,1.0,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,8.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,102,103,315,14,18.0,34.0,42.0,26.0,56.0,37.0,44.0,14.0,20.0,,133.0,175.0,15.0,19.0,44.0,16.0,11.0,
Opposition,Opposition,212,91,147,359,20,15.0,36.0,53.0,38.0,53.0,35.0,50.0,20.0,14.0,6.0,126.0,225.0,12.0,12.0,51.0,31.0,18.0,
