Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",30y 303d,171 (98-0-73 57.31%),5 (0.03),107 (69-0-38 64.49%),
14,"Bergman, Miles",23y 260d,99 (61-0-38 61.62%),25 (0.25),←,
10,"Boak, Travis",36y 338d,380 (202-1-177 53.29%),212 (0.56),←,
7,"Burgoyne, Jase",21y 355d,52 (26-0-26 50.00%),10 (0.19),←,
9,"Butters, Zak",24y 300d,132 (80-0-52 60.61%),68 (0.52),←,
33,"Byrne-Jones, Darcy",29y 288d,214 (126-0-88 58.88%),69 (0.32),←,
28,"Drew, Willem",26y 277d,123 (74-0-49 60.16%),21 (0.17),←,
6,"Farrell, Kane",26y 110d,107 (66-0-41 61.68%),49 (0.46),←,
19,"Georgiades, Mitch",23y 280d,85 (51-0-34 60.00%),151 (1.78),←,
18,"Horne-Francis, Jason",22y 14d,79 (41-0-38 51.90%),58 (0.73),62 (39-0-23 62.90%),54 (0.87)
39,"Jackson, Hugh",22y 63d,5 (3-0-2 60.00%),1 (0.20),←,
34,"Jones, Lachie",23y 87d,68 (38-0-30 55.88%),7 (0.10),←,
12,"Lukosius, Jack",24y 330d,119 (41-1-77 34.87%),83 (0.70),3 (1-0-2 33.33%),4 (1.33)
2,"Powell-Pepper, Sam",27y 178d,158 (95-0-63 60.13%),124 (0.78),←,
27,"Ratugolea, Esava",26y 346d,111 (70-1-40 63.51%),42 (0.38),36 (21-0-15 58.33%),4 (0.11)
35,"Richards, Joe",25y 224d,24 (9-1-14 39.58%),16 (0.67),15 (6-0-9 40.00%),10 (0.67)
15,"Rioli, Willie",30y 31d,105 (66-0-39 62.86%),149 (1.42),54 (35-0-19 64.81%),89 (1.65)
1,"Rozee, Connor",25y 164d,145 (88-0-57 60.69%),121 (0.83),←,
8,"Sinn, Josh",22y 179d,24 (14-0-10 58.33%),1 (0.04),←,
24,"Sweet, Jordon",27y 153d,40 (26-0-14 65.00%),8 (0.20),29 (17-0-12 58.62%),6 (0.21)
38,"Visentini, Dante",22y 142d,14 (7-0-7 50.00%),2 (0.14),←,
16,"Wines, Ollie",30y 271d,267 (157-0-110 58.80%),103 (0.39),←,
25,"Zerk-Thatcher, Brandon",26y 314d,83 (44-1-38 53.61%),,32 (20-0-12 62.50%),
Totals,Totals,26y 75d,2605 (1483-5-1117 56.93%),1325 (0.51),,
C,"Hinkley, Ken",58y 278d,290 (172-0-118 59.31%),,←,
