Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",23y 131d,31 (15-0-16 48.39%),2 (0.06),←,
19,"Betts, Eddie",23y 157d,103 (33-2-68 33.01%),134 (1.30),←,
18,"Bower, Paul",22y 113d,47 (17-0-30 36.17%),2 (0.04),←,
44,"Carrazzo, Andrew",26y 138d,105 (35-2-68 34.29%),32 (0.30),←,
38,"Garlett, Jeff",20y 272d,13 (9-0-4 69.23%),19 (1.46),←,
4,"Gibbs, Bryce",21y 48d,72 (29-0-43 40.28%),37 (0.51),←,
23,"Henderson, Lachie",20y 139d,21 (11-0-10 52.38%),8 (0.38),6 (3-0-3 50.00%),5 (0.83)
33,"Houlihan, Ryan",28y 101d,188 (63-2-123 34.04%),119 (0.63),←,
39,"Jacobs, Sam",22y 22d,5 (2-0-3 40.00%),1 (0.20),←,
40,"Jamison, Michael",23y 325d,40 (18-0-22 45.00%),,←,
45,"Joseph, Aaron",20y 302d,29 (16-0-13 55.17%),3 (0.10),←,
5,"Judd, Chris",26y 236d,181 (108-2-71 60.22%),167 (0.92),47 (24-0-23 51.06%),29 (0.62)
8,"Kreuzer, Matthew",20y 354d,49 (26-0-23 53.06%),27 (0.55),←,
24,"Lucas, Kane",18y 310d,4 (2-0-2 50.00%),,←,
7,"McLean, Brock",24y 52d,99 (39-1-59 39.90%),41 (0.41),5 (2-0-3 40.00%),2 (0.40)
3,"Murphy, Marc",22y 287d,86 (32-0-54 37.21%),71 (0.83),←,
17,"OhAilpin, Setanta",27y 45d,64 (23-1-40 36.72%),46 (0.72),←,
2,"Russell, Jordan",23y 177d,76 (29-1-46 38.82%),14 (0.18),←,
29,"Scotland, Heath",29y 285d,182 (67-1-114 37.09%),59 (0.32),129 (44-1-84 34.50%),47 (0.36)
6,"Simpson, Kade",25y 362d,116 (40-1-75 34.91%),68 (0.59),←,
43,"White, Simon",21y 319d,3 (2-0-1 66.67%),1 (0.33),←,
13,"Yarran, Chris",19y 134d,12 (5-0-7 41.67%),15 (1.25),←,
Totals,Totals,23y 129d,1526 (621-13-892 40.69%),866 (0.57),,
C,"Ratten, Brett",38y 295d,57 (26-0-31 45.61%),,←,
