Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",30y 11d,262 (145-2-115 55.73%),352 (1.34),70 (21-0-49 30.00%),90 (1.29)
11,"Bennell, Harley",21y 235d,54 (14-0-40 25.93%),65 (1.20),←,
36,"Broughton, Greg",27y 238d,94 (42-0-52 44.68%),19 (0.20),26 (13-0-13 50.00%),4 (0.15)
12,"Day, Sam",21y 261d,51 (17-0-34 33.33%),36 (0.71),←,
23,"Dixon, Charlie",23y 244d,40 (14-0-26 35.00%),36 (0.90),←,
33,"Hall, Aaron",23y 197d,39 (17-0-22 43.59%),39 (1.00),←,
5,"Harbrow, Jarrod",25y 311d,135 (61-1-73 45.56%),39 (0.29),65 (21-0-44 32.31%),18 (0.28)
28,"Kolodjashnij, Kade",18y 289d,7 (5-0-2 71.43%),1 (0.14),←,
40,"Lemmens, Sean",19y 204d,9 (7-0-2 77.78%),1 (0.11),←,
19,"Lynch, Tom",21y 206d,47 (15-0-32 31.91%),57 (1.21),←,
32,"Matera, Brandon",22y 75d,47 (16-0-31 34.04%),51 (1.09),←,
17,"May, Steven",22y 135d,43 (15-0-28 34.88%),15 (0.35),←,
18,"McKenzie, Trent",22y 52d,66 (20-0-46 30.30%),19 (0.29),←,
1,"OMeara, Jaeger",20y 91d,31 (15-0-16 48.39%),19 (0.61),←,
10,"Prestia, Dion",21y 225d,60 (17-0-43 28.33%),15 (0.25),←,
35,"Rischitelli, Michael",28y 137d,166 (64-3-99 39.46%),73 (0.44),55 (15-0-40 27.27%),26 (0.47)
8,"Russell, Luke",22y 121d,50 (13-0-37 26.00%),20 (0.40),←,
6,"Sexton, Alex",20y 173d,12 (4-0-8 33.33%),4 (0.33),←,
26,"Shaw, Matt",22y 109d,61 (18-0-43 29.51%),24 (0.39),←,
2,"Smith, Zac",24y 92d,46 (10-0-36 21.74%),28 (0.61),←,
25,"Stanley, Danny",26y 96d,67 (21-0-46 31.34%),35 (0.52),62 (20-0-42 32.26%),35 (0.56)
24,"Swallow, David",21y 187d,60 (18-0-42 30.00%),31 (0.52),←,
Totals,Totals,23y 35d,1447 (568-6-873 39.25%),979 (0.68),,
C,"McKenna, Guy",45y 14d,75 (21-0-54 28.00%),,←,
