Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",27y 268d,70 (39-1-30 56.43%),6 (0.09),52 (32-1-19 62.50%),2 (0.04)
20,"Brogan, Dean",24y 112d,9 (6-0-3 66.67%),4 (0.44),←,
8,"Burgoyne, Shaun",20y 166d,19 (15-0-4 78.95%),28 (1.47),←,
25,"Cassisi, Domenic",20y 195d,8 (6-0-2 75.00%),,←,
26,"Cochrane, Stuart",24y 259d,52 (23-0-29 44.23%),11 (0.21),2 (0-0-2 0.00%),
12,"Cockatoo-Collins, Che",28y 31d,145 (87-3-55 61.03%),196 (1.35),60 (40-0-20 66.67%),87 (1.45)
35,"Cornes, Chad",23y 144d,78 (45-1-32 58.33%),79 (1.01),←,
18,"Cornes, Kane",20y 90d,24 (15-0-9 62.50%),6 (0.25),←,
17,"Dew, Stuart",23y 230d,101 (54-2-45 54.46%),156 (1.54),←,
10,"Francou, Josh",28y 241d,133 (70-3-60 53.76%),65 (0.49),←,
34,"Guerra, Brent",20y 311d,53 (36-0-17 67.92%),34 (0.64),←,
38,"James, Roger",27y 166d,102 (57-2-43 56.86%),65 (0.64),←,
3,"Montgomery, Brett",29y 308d,132 (81-2-49 62.12%),86 (0.65),72 (41-1-30 57.64%),32 (0.44)
14,"Paxman, Stephen",32y 122d,217 (79-2-136 36.87%),35 (0.16),115 (57-2-56 50.43%),17 (0.15)
15,"Pickett, Byron",25y 237d,122 (74-0-48 60.66%),81 (0.66),2 (0-0-2 0.00%),
27,"Poulton, Jared",25y 349d,59 (34-1-24 58.47%),16 (0.27),←,
1,"Primus, Matthew",28y 83d,131 (60-2-69 46.56%),60 (0.46),111 (59-2-50 54.05%),55 (0.50)
31,"Salopek, Steven",17y 288d,2 (0-0-2 0.00%),2 (1.00),←,
36,"Stevens, Nick",23y 92d,106 (57-2-47 54.72%),68 (0.64),←,
28,"Thurstans, Toby",22y 234d,2 (0-0-2 0.00%),,←,
16,"Tredrea, Warren",24y 102d,109 (59-1-49 54.59%),208 (1.91),←,
4,"Wanganeen, Gavin",29y 291d,234 (132-5-97 57.48%),149 (0.64),107 (59-2-46 56.07%),86 (0.80)
Totals,Totals,24y 362d,1908 (1029-27-852 53.93%),1355 (0.71),,
C,"Williams, Mark",44y 227d,95 (53-1-41 56.32%),,←,
