Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 234d,46 (18-1-27 40.22%),8 (0.17),←,
46,"Begley, Colm",20y 310d,15 (5-1-9 36.67%),6 (0.40),←,
20,"Black, Simon",28y 95d,205 (126-2-77 61.95%),130 (0.63),←,
17,"Brennan, Jared",22y 344d,51 (25-1-25 50.00%),32 (0.63),←,
16,"Brown, Jonathan",25y 251d,131 (88-1-42 67.56%),225 (1.72),←,
19,"Charman, Jamie",24y 356d,99 (60-2-37 61.62%),40 (0.40),←,
30,"Copeland, Robert",26y 42d,122 (74-1-47 61.07%),23 (0.19),←,
39,"Drummond, Josh",24y 79d,28 (11-1-16 41.07%),15 (0.54),←,
40,"Hamill, Will",20y 346d,1 (1-0-0 100.00%),,←,
33,"Hooper, Rhan",19y 179d,14 (4-1-9 32.14%),9 (0.64),←,
44,"Lappin, Nigel",31y 16d,267 (156-5-106 59.36%),174 (0.65),206 (124-4-78 61.17%),134 (0.65)
23,"Leuenberger, Matthew",19y 30d,1 (1-0-0 100.00%),,←,
26,"Macdonald, Joel",22y 270d,36 (19-0-17 52.78%),5 (0.14),←,
21,"Merrett, Daniel",22y 207d,38 (14-1-23 38.16%),16 (0.42),←,
25,"Mills, Wayde",19y 312d,8 (3-0-5 37.50%),,←,
8,"Notting, Tim",28y 259d,170 (102-2-66 60.59%),125 (0.74),←,
24,"Patfull, Joel",22y 212d,29 (10-1-18 36.21%),15 (0.52),←,
6,"Power, Luke",27y 180d,187 (113-1-73 60.70%),182 (0.97),←,
35,"Rischitelli, Michael",21y 180d,36 (14-1-21 40.28%),16 (0.44),←,
29,"Roe, Jason",23y 116d,24 (9-0-15 37.50%),4 (0.17),←,
28,"Selwood, Troy",23y 67d,40 (15-1-24 38.75%),7 (0.17),←,
32,"Stiller, Cheynee",21y 65d,27 (8-1-18 31.48%),8 (0.30),←,
Totals,Totals,23y 205d,1575 (876-24-675 55.62%),1040 (0.66),,
C,"Matthews, Leigh",55y 128d,431 (253-7-171 59.51%),,207 (128-2-77 62.32%),
