Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",27y 141d,112 (59-0-53 52.68%),57 (0.51),←,
11,"Doughty, Michael",31y 3d,185 (109-0-76 58.92%),43 (0.23),←,
26,"Douglas, Richard",23y 183d,75 (39-0-36 52.00%),52 (0.69),←,
6,"Griffin, Jonathon",24y 206d,41 (21-0-20 51.22%),7 (0.17),←,
45,"Henderson, Ricky",21y 331d,9 (4-0-5 44.44%),10 (1.11),←,
18,"Johncock, Graham",27y 291d,181 (102-0-79 56.35%),94 (0.52),←,
21,"Knights, Chris",23y 317d,74 (42-0-32 56.76%),55 (0.74),←,
14,"Mackay, David",22y 14d,52 (30-0-22 57.69%),12 (0.23),←,
20,"Maric, Ivan",24y 216d,68 (38-0-30 55.88%),24 (0.35),←,
41,"Martin, Brodie",21y 275d,3 (1-0-2 33.33%),1 (0.33),←,
40,"Porplyzia, Jason",25y 254d,84 (48-0-36 57.14%),132 (1.57),←,
3,"Reilly, Brent",26y 269d,132 (73-0-59 55.30%),43 (0.33),←,
25,"Rutten, Ben",27y 72d,145 (86-0-59 59.31%),6 (0.04),←,
46,"Schmidt, Chris",21y 141d,12 (2-1-9 20.83%),,10 (2-0-8 20.00%),
31,"Sloane, Rory",20y 144d,12 (6-0-6 50.00%),6 (0.50),←,
27,"Stevens, Scott",28y 205d,139 (73-1-65 52.88%),86 (0.62),114 (63-0-51 55.26%),69 (0.61)
15,"Symes, Brad",25y 154d,64 (34-0-30 53.13%),8 (0.13),44 (26-0-18 59.09%),6 (0.14)
5,"Thompson, Scott",27y 147d,173 (98-0-75 56.65%),121 (0.70),134 (80-0-54 59.70%),104 (0.78)
4,"Tippett, Kurt",23y 92d,62 (32-0-30 51.61%),110 (1.77),←,
7,"van Berlo, Nathan",24y 63d,113 (67-0-46 59.29%),30 (0.27),←,
17,"Vince, Bernie",24y 310d,70 (40-0-30 57.14%),38 (0.54),←,
13,"Walker, Taylor",20y 105d,30 (14-0-16 46.67%),53 (1.77),←,
Totals,Totals,24y 262d,1836 (1018-2-816 55.45%),988 (0.54),,
C,"Craig, Neil",54y 209d,147 (86-0-61 58.50%),,←,
