Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 298d,195 (84-0-111 43.08%),148 (0.76),←,
16,"Bowden, Patrick",24y 254d,53 (8-1-44 16.04%),61 (1.15),3 (0-0-3 0.00%),6 (2.00)
7,"Brown, Nathan",28y 64d,170 (75-3-92 45.00%),267 (1.57),33 (11-0-22 33.33%),61 (1.85)
24,"Coughlan, Mark",23y 360d,74 (25-0-49 33.78%),34 (0.46),←,
3,"Deledio, Brett",18y 362d,25 (10-0-15 40.00%),16 (0.64),←,
2,"Gaspar, Darren",29y 330d,218 (95-0-123 43.58%),23 (0.11),197 (88-0-109 44.67%),22 (0.11)
20,"Hall, Ray",25y 170d,87 (33-0-54 37.93%),28 (0.32),←,
33,"Hartigan, Brent",21y 8d,29 (8-0-21 27.59%),2 (0.07),←,
42,"Humm, Jeremy",23y 100d,23 (8-1-14 36.96%),1 (0.04),1 (0-0-1 0.00%),
31,"Hyde, Chris",23y 249d,50 (10-0-40 20.00%),9 (0.18),←,
23,"Jackson, Daniel",19y 355d,18 (4-0-14 22.22%),3 (0.17),←,
17,"Johnson, Kane",28y 31d,164 (73-0-91 44.51%),63 (0.38),60 (18-0-42 30.00%),19 (0.32)
39,"Kellaway, Andrew",30y 143d,160 (70-0-90 43.75%),26 (0.16),←,
1,"Newman, Chris",23y 332d,79 (24-0-55 30.38%),9 (0.11),←,
15,"Pettifer, Kayne",24y 83d,62 (24-0-38 38.71%),59 (0.95),←,
4,"Raines, Andrew",20y 38d,10 (3-0-7 30.00%),,←,
12,"Richardson, Matthew",31y 27d,219 (94-0-125 42.92%),650 (2.97),←,
8,"Roach, Tom",20y 225d,10 (3-0-7 30.00%),1 (0.10),←,
5,"Simmonds, Troy",27y 276d,129 (62-0-67 48.06%),89 (0.69),25 (10-0-15 40.00%),23 (0.92)
30,"Tambling, Richard",19y 215d,14 (7-0-7 50.00%),10 (0.71),←,
32,"Tivendale, Greg",26y 361d,147 (58-0-89 39.46%),99 (0.67),←,
21,"Tuck, Shane",24y 112d,28 (10-0-18 35.71%),13 (0.46),←,
Totals,Totals,24y 266d,1964 (788-5-1171 40.12%),1611 (0.82),,
C,"Wallace, Terry",47y 123d,173 (89-2-82 52.02%),,25 (10-0-15 40.00%),
