Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",24y 353d,123 (50-1-72 41.06%),67 (0.54),←,
5,"Broadbent, Matthew",22y 353d,71 (23-1-47 33.10%),36 (0.51),←,
11,"Butcher, John",22y 17d,17 (5-0-12 29.41%),29 (1.71),←,
27,"Carlile, Alipate",26y 81d,126 (49-1-76 39.29%),5 (0.04),←,
30,"Colquhoun, Sam",18y 212d,3 (1-0-2 33.33%),,←,
7,"Ebert, Brad",23y 109d,114 (42-1-71 37.28%),55 (0.48),38 (14-1-23 38.16%),22 (0.58)
9,"Gray, Robbie",25y 112d,83 (31-0-52 37.35%),114 (1.37),←,
8,"Hartlett, Hamish",22y 340d,62 (21-1-40 34.68%),30 (0.48),←,
42,"Jonas, Tom",22y 192d,29 (11-1-17 39.66%),,←,
23,"Lobbe, Matthew",24y 158d,35 (13-0-22 37.14%),8 (0.23),←,
37,"Mitchell, Kane",23y 231d,9 (4-0-5 44.44%),6 (0.67),←,
6,"Monfries, Angus",26y 182d,166 (67-3-96 41.27%),190 (1.14),16 (9-0-7 56.25%),25 (1.56)
26,"Moore, Andrew",22y 51d,33 (13-0-20 39.39%),10 (0.30),←,
32,"Neade, Jake",19y 52d,15 (9-0-6 60.00%),10 (0.67),←,
13,"OShea, Cameron",21y 129d,38 (13-0-25 34.21%),7 (0.18),←,
29,"Pittard, Jasper",22y 110d,23 (10-0-13 43.48%),5 (0.22),←,
28,"Schulz, Jay",28y 93d,134 (48-3-83 36.94%),194 (1.45),63 (24-1-38 38.89%),136 (2.16)
14,"Stewart, Paul",26y 10d,75 (27-0-48 36.00%),29 (0.39),←,
12,"Trengove, Jackson",22y 260d,70 (21-1-48 30.71%),7 (0.10),←,
39,"Westhoff, Justin",26y 292d,126 (50-1-75 40.08%),166 (1.32),←,
16,"Wines, Ollie",18y 286d,16 (9-0-7 56.25%),5 (0.31),←,
20,"Wingard, Chad",19y 356d,35 (14-1-20 41.43%),38 (1.09),←,
Totals,Totals,23y 81d,1403 (531-15-857 37.85%),1011 (0.72),,
C,"Hinkley, Ken",46y 293d,15 (9-0-6 60.00%),,←,
