Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",24y 248d,110 (44-1-65 40.45%),55 (0.50),←,
5,"Broadbent, Matthew",22y 248d,57 (16-1-40 28.95%),31 (0.54),←,
27,"Carlile, Alipate",25y 341d,112 (42-1-69 37.95%),4 (0.04),←,
18,"Cornes, Kane",30y 91d,247 (123-2-122 50.20%),87 (0.35),←,
7,"Ebert, Brad",23y 4d,100 (35-1-64 35.50%),51 (0.51),24 (7-1-16 31.25%),18 (0.75)
8,"Hartlett, Hamish",22y 235d,48 (14-1-33 30.21%),22 (0.46),←,
3,"Heath, Campbell",22y 5d,4 (2-0-2 50.00%),1 (0.25),2 (2-0-0 100.00%),1 (0.50)
42,"Jonas, Tom",22y 87d,15 (4-1-10 30.00%),,←,
23,"Lobbe, Matthew",24y 53d,24 (6-0-18 25.00%),6 (0.25),←,
37,"Mitchell, Kane",23y 126d,2 (2-0-0 100.00%),1 (0.50),←,
6,"Monfries, Angus",26y 77d,152 (60-3-89 40.46%),168 (1.11),2 (2-0-0 100.00%),3 (1.50)
32,"Neade, Jake",18y 312d,2 (2-0-0 100.00%),2 (1.00),←,
13,"OShea, Cameron",21y 24d,24 (6-0-18 25.00%),5 (0.21),←,
29,"Pittard, Jasper",22y 5d,16 (5-0-11 31.25%),3 (0.19),←,
34,"Redden, Jarrad",22y 100d,11 (4-1-6 40.91%),1 (0.09),←,
28,"Schulz, Jay",27y 353d,120 (41-3-76 35.42%),169 (1.41),49 (17-1-31 35.71%),111 (2.27)
15,"Stevenson, Lewis",23y 250d,12 (5-0-7 41.67%),2 (0.17),2 (2-0-0 100.00%),
14,"Stewart, Paul",25y 270d,67 (23-0-44 34.33%),28 (0.42),←,
12,"Trengove, Jackson",22y 155d,63 (16-1-46 26.19%),6 (0.10),←,
39,"Westhoff, Justin",26y 187d,113 (43-1-69 38.50%),150 (1.33),←,
16,"Wines, Ollie",18y 181d,2 (2-0-0 100.00%),1 (0.50),←,
20,"Wingard, Chad",19y 251d,21 (7-1-13 35.71%),13 (0.62),←,
Totals,Totals,23y 164d,1322 (502-18-802 37.97%),806 (0.61),,
C,"Hinkley, Ken",46y 188d,2 (2-0-0 100.00%),,←,
