Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",25y 184d,106 (63-2-41 60.38%),29 (0.27),←,
21,"Barry, Leo",31y 5d,223 (129-1-93 58.07%),56 (0.25),←,
42,"Bevan, Paul",23y 240d,74 (44-2-28 60.81%),17 (0.23),←,
14,"Bird, Craig",19y 124d,9 (5-1-3 61.11%),1 (0.11),←,
6,"Bolton, Craig",27y 359d,159 (96-2-61 61.01%),24 (0.15),130 (79-2-49 61.54%),14 (0.11)
24,"Bolton, Jude",28y 70d,196 (108-3-85 55.87%),92 (0.47),←,
32,"Buchanan, Amon",25y 227d,97 (57-2-38 59.79%),47 (0.48),←,
10,"Everitt, Peter",34y 21d,278 (107-3-168 39.03%),383 (1.38),26 (14-1-11 55.77%),16 (0.62)
37,"Goodes, Adam",28y 137d,218 (120-3-95 55.73%),206 (0.94),←,
15,"Jack, Kieren",20y 331d,11 (5-1-5 50.00%),4 (0.36),←,
16,"Jolly, Darren",26y 200d,129 (70-2-57 55.04%),47 (0.36),81 (50-2-29 62.96%),36 (0.44)
31,"Kirk, Brett",31y 212d,180 (102-3-75 57.50%),73 (0.41),←,
9,"Malceski, Nick",23y 283d,47 (33-1-13 71.28%),24 (0.51),←,
29,"Mattner, Martin",25y 292d,107 (65-1-41 61.21%),15 (0.14),9 (5-1-3 61.11%),1 (0.11)
3,"McVeigh, Jarrad",23y 47d,90 (53-2-35 60.00%),52 (0.58),←,
33,"Moore, Jarred",22y 79d,18 (11-1-6 63.89%),11 (0.61),←,
5,"OKeefe, Ryan",27y 121d,150 (88-2-60 59.33%),164 (1.09),←,
19,"OLoughlin, Michael",31y 94d,279 (160-4-115 58.06%),485 (1.74),←,
26,"Playfair, Henry",25y 123d,55 (31-1-23 57.27%),33 (0.60),3 (2-0-1 66.67%),4 (1.33)
25,"Richards, Ted",25y 134d,88 (51-2-35 59.09%),26 (0.30),55 (32-2-21 60.00%),7 (0.13)
30,"Roberts-Thomson, Lewis",24y 259d,83 (53-1-29 64.46%),9 (0.11),←,
36,"Schmidt, Tim",22y 71d,17 (11-1-5 67.65%),12 (0.71),←,
Totals,Totals,26y 31d,2614 (1462-41-1111 55.93%),1810 (0.69),,
C,"Roos, Paul",44y 332d,141 (86-2-53 61.70%),,←,
