West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Brown, Mitch",10,2,7,17,2,2.0,,2.0,,3.0,,1.0,3.0,1.0,,6.0,11.0,1.0,,,,,90.0
26,"Butler, Sam",6,4,7,13,,,,3.0,,1.0,1.0,,,,,6.0,8.0,1.0,,6.0,,,82.0
20,"Cox, Dean",2,1,5,7,,,22.0,2.0,,2.0,3.0,3.0,2.0,2.0,,5.0,2.0,,,,,,64.0
5,"Ebert, Brad",15,7,7,22,,1.0,,5.0,2.0,4.0,3.0,7.0,1.0,2.0,,8.0,14.0,,,,1.0,,83.0
32,"Embley, Andrew",17,7,7,24,,,,4.0,1.0,7.0,1.0,4.0,,,,7.0,18.0,,,3.0,1.0,,92.0
23,"Glass, Darren",1,,9,10,,,,3.0,,,,1.0,1.0,1.0,,5.0,6.0,,,3.0,,,97.0
25,"Hurn, Shannon",16,3,2,18,1,,,2.0,3.0,3.0,,3.0,,1.0,,5.0,9.0,,,1.0,,,91.0
38,"Jones, Brett",10,4,8,18,,,,,5.0,,,2.0,2.0,,,5.0,11.0,1.0,,3.0,1.0,,92.0
17,"Kennedy, Josh",8,3,3,11,4,,,4.0,,1.0,,3.0,,2.0,,4.0,6.0,,3.0,5.0,,,99.0
4,"Kerr, Daniel",6,,14,20,1,1.0,,3.0,1.0,,3.0,2.0,3.0,2.0,,13.0,8.0,,,,1.0,,90.0
16,"Mackenzie, Eric",9,7,7,16,,,,,,2.0,,4.0,,,,6.0,9.0,2.0,,8.0,,,97.0
7,"Masten, Chris",11,1,9,20,,1.0,,4.0,,4.0,4.0,3.0,3.0,1.0,,9.0,12.0,,,1.0,1.0,3.0,86.0
35,"McGinnity, Patrick",13,5,8,21,,,,4.0,1.0,6.0,3.0,4.0,2.0,2.0,,10.0,11.0,1.0,,4.0,,,80.0
9,"Naitanui, Nic",11,2,10,21,,1.0,21.0,4.0,1.0,9.0,9.0,6.0,6.0,1.0,2.0,20.0,2.0,1.0,,6.0,,1.0,84.0
6,"Nicoski, Mark",4,1,4,8,,1.0,,,,1.0,,2.0,,1.0,,,6.0,,,,,,20.0
11,"Priddis, Matt",9,2,12,21,,,,7.0,,6.0,2.0,3.0,,2.0,,8.0,13.0,1.0,,,,2.0,81.0
37,"Selwood, Adam",14,6,16,30,,,1.0,10.0,2.0,4.0,6.0,4.0,3.0,2.0,,16.0,13.0,,,4.0,,,86.0
10,"Selwood, Scott",6,2,7,13,1,1.0,,7.0,,2.0,2.0,4.0,1.0,2.0,,5.0,8.0,,,4.0,,,78.0
13,"Shuey, Luke",9,2,6,15,2,1.0,,2.0,,1.0,1.0,4.0,1.0,1.0,,6.0,10.0,,,1.0,,,80.0
30,"Spangher, Matthew",4,2,3,7,,,,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,4.0,1.0,,6.0,,,85.0
15,"Swift, Tom",7,3,10,17,1,1.0,,2.0,,2.0,4.0,,,,,6.0,11.0,,,,,,66.0
8,"Waters, Beau",12,7,11,23,,,,2.0,5.0,1.0,1.0,2.0,,1.0,,10.0,13.0,2.0,,4.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,71,172,372,12,14.0,44.0,73.0,22.0,60.0,44.0,64.0,30.0,25.0,2.0,163.0,205.0,11.0,3.0,59.0,5.0,6.0,
Opposition,Opposition,202,87,152,354,13,11.0,28.0,87.0,42.0,37.0,40.0,60.0,25.0,30.0,4.0,136.0,206.0,11.0,9.0,57.0,2.0,7.0,
