Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Davey, Alwyn",23y 332d,18 (10-0-8 55.56%),20 (1.11),←,
2,"Dyson, Ricky",22y 196d,53 (19-1-33 36.79%),28 (0.53),←,
31,"Fletcher, Dustin",32y 340d,280 (174-3-103 62.68%),64 (0.23),←,
19,"Hille, David",26y 314d,128 (60-1-67 47.27%),92 (0.72),←,
43,"Houli, Bachar",19y 335d,8 (5-0-3 62.50%),5 (0.63),←,
27,"Laycock, Jason",23y 159d,46 (16-0-30 34.78%),26 (0.57),←,
36,"Lonergan, Sam",21y 16d,5 (2-0-3 40.00%),2 (0.40),←,
42,"Lovett-Murray, Nathan",25y 145d,68 (23-0-45 33.82%),43 (0.63),←,
13,"Lovett, Andrew",25y 152d,51 (16-1-34 32.35%),61 (1.20),←,
33,"McPhee, Adam",25y 188d,130 (51-0-79 39.23%),60 (0.46),105 (45-0-60 42.86%),51 (0.49)
10,"McVeigh, Mark",27y 76d,166 (83-2-81 50.60%),82 (0.49),←,
22,"Michael, Mal",30y 292d,227 (122-1-104 53.96%),30 (0.13),26 (12-0-14 46.15%),2 (0.08)
17,"Nash, Jay",22y 112d,24 (10-1-13 43.75%),5 (0.21),←,
16,"Pears, Tayte",18y 18d,1 (0-0-1 0.00%),,←,
11,"Peverill, Damien",28y 274d,136 (64-2-70 47.79%),32 (0.24),←,
9,"Ramanauskas, Adam",27y 144d,120 (78-1-41 65.42%),58 (0.48),←,
37,"Reimers, Kyle",19y 92d,5 (2-0-3 40.00%),3 (0.60),←,
30,"Ryder, Paddy",20y 28d,34 (13-1-20 39.71%),6 (0.18),←,
20,"Slattery, Henry",22y 80d,35 (14-1-20 41.43%),6 (0.17),←,
5,"Stanton, Brent",21y 346d,80 (28-1-51 35.63%),46 (0.57),←,
4,"Watson, Jobe",23y 63d,57 (21-1-35 37.72%),21 (0.37),←,
8,"Winderlich, Jason",23y 184d,50 (19-0-31 38.00%),17 (0.34),←,
Totals,Totals,24y 60d,1722 (830-17-875 48.20%),707 (0.41),,
C,"Knights, Matthew",37y 189d,4 (2-0-2 50.00%),,←,
