Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 53d,32 (17-1-14 54.69%),2 (0.06),←,
5,"Bruhn, Tanner",19y 78d,10 (4-0-6 40.00%),4 (0.40),←,
13,"Cumming, Isaac",23y 2d,31 (15-1-15 50.00%),1 (0.03),←,
24,"de Boer, Matt",31y 156d,208 (119-5-84 58.41%),78 (0.38),70 (41-4-25 61.43%),30 (0.43)
19,"Haynes, Nick",29y 87d,163 (79-4-80 49.69%),9 (0.06),←,
27,"Himmelberg, Harry",25y 97d,102 (60-2-40 59.80%),122 (1.20),←,
23,"Hogan, Jesse",26y 182d,97 (44-0-53 45.36%),185 (1.91),7 (3-0-4 42.86%),15 (2.14)
2,"Hopper, Jacob",24y 188d,104 (60-2-42 58.65%),39 (0.38),←,
39,"Idun, Connor",21y 15d,23 (11-1-11 50.00%),,←,
22,"Kelly, Josh",26y 182d,152 (83-3-66 55.59%),97 (0.64),←,
40,"Kennedy, Adam",29y 32d,129 (52-1-76 40.70%),13 (0.10),←,
38,"Lloyd, Daniel",29y 176d,64 (34-4-26 56.25%),55 (0.86),←,
41,"Mumford, Shane",35y 39d,214 (138-5-71 65.65%),56 (0.26),114 (69-3-42 61.84%),17 (0.15)
33,"OHalloran, Xavier",21y 33d,18 (9-1-8 52.78%),4 (0.22),←,
45,"Peatling, James",20y 357d,3 (2-0-1 66.67%),,←,
36,"Perryman, Harry",22y 237d,67 (34-1-32 51.49%),18 (0.27),←,
26,"Riccardi, Jake",21y 279d,14 (8-0-6 57.14%),11 (0.79),←,
28,"Sproule, Zach",23y 93d,8 (4-0-4 50.00%),8 (1.00),←,
42,"Stein, Jake",27y 208d,8 (5-1-2 68.75%),,←,
14,"Taranto, Tim",23y 197d,95 (54-2-39 57.89%),40 (0.42),←,
15,"Taylor, Sam",22y 100d,50 (31-0-19 62.00%),1 (0.02),←,
8,"Ward, Callan",31y 125d,245 (110-4-131 45.71%),122 (0.50),185 (78-4-103 43.24%),89 (0.48)
6,"Whitfield, Lachie",27y 26d,164 (81-4-79 50.61%),64 (0.39),←,
Totals,Totals,25y 112d,2001 (1054-42-905 52.67%),929 (0.46),,
C,"Cameron, Leon",48y 345d,181 (97-4-80 54.70%),,←,
