Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",23y 69d,35 (23-1-11 67.14%),21 (0.60),5 (5-0-0 100.00%),6 (1.20)
22,"Bamford, Scott",24y 305d,51 (12-2-37 25.49%),27 (0.53),5 (5-0-0 100.00%),4 (0.80)
9,"Bizzell, Clint",22y 300d,26 (12-0-14 46.15%),8 (0.31),←,
8,"Burns, Ronnie",26y 42d,71 (41-1-29 58.45%),122 (1.72),←,
7,"Graham, Ben",25y 173d,90 (61-0-29 67.78%),7 (0.08),←,
3,"Houlihan, Adam",21y 18d,17 (12-0-5 70.59%),15 (0.88),←,
13,"Kilpatrick, Glenn",26y 238d,84 (47-0-37 55.95%),15 (0.18),58 (33-0-25 56.90%),11 (0.19)
1,"King, Steven",20y 153d,51 (27-0-24 52.94%),20 (0.39),←,
29,"Lowther, Daniel",22y 5d,23 (15-0-8 65.22%),7 (0.30),←,
44,"Lynch, Tristan",25y 245d,60 (31-2-27 53.33%),12 (0.20),5 (5-0-0 100.00%),4 (0.80)
21,"Mansfield, Michael",27y 259d,168 (99-1-68 59.23%),87 (0.52),←,
17,"McGrath, Tim",28y 199d,167 (105-1-61 63.17%),14 (0.08),160 (101-1-58 63.44%),14 (0.09)
31,"Mensch, David",26y 253d,102 (68-0-34 66.67%),102 (1.00),←,
39,"Milburn, Darren",22y 9d,30 (14-0-16 46.67%),15 (0.50),←,
16,"Mooney, Jason",25y 323d,102 (45-0-57 44.12%),64 (0.63),5 (5-0-0 100.00%),13 (2.60)
23,"Pickering, Liam",30y 227d,115 (72-1-42 63.04%),51 (0.44),93 (63-1-29 68.28%),43 (0.46)
15,"Riccardi, Peter",26y 128d,149 (92-1-56 62.08%),146 (0.98),←,
27,"Sanderson, Brenton",25y 56d,92 (52-1-39 57.07%),23 (0.25),82 (50-1-31 61.59%),18 (0.22)
12,"Sholl, Brad",26y 165d,96 (58-1-37 60.94%),32 (0.33),94 (58-1-35 62.23%),32 (0.34)
4,"Snell, Jason",21y 271d,34 (20-0-14 58.82%),31 (0.91),←,
26,"Stoneham, Barry",31y 74d,213 (126-2-85 59.62%),190 (0.89),←,
40,"Wojcinski, David",18y 218d,2 (2-0-0 100.00%),1 (0.50),←,
Totals,Totals,24y 352d,1778 (1034-14-730 58.16%),1010 (0.57),,
C,"Ayres, Gary",38y 208d,99 (60-1-38 61.11%),,←,
