Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 318d,107 (67-0-40 62.62%),156 (1.46),69 (49-0-20 71.01%),101 (1.46)
11,"Archer, Glenn",27y 141d,177 (116-0-61 65.54%),106 (0.60),←,
26,"Bell, Peter",24y 164d,123 (83-0-40 67.48%),119 (0.97),121 (83-0-38 68.60%),117 (0.97)
12,"Blakey, John",34y 19d,322 (175-0-147 54.35%),106 (0.33),187 (123-0-64 65.78%),68 (0.36)
22,"Burton, Matthew",30y 85d,91 (34-0-57 37.36%),41 (0.45),21 (12-0-9 57.14%),9 (0.43)
16,"Capuano, Mathew",24y 345d,80 (59-0-21 73.75%),23 (0.29),←,
18,"Carey, Wayne",29y 77d,228 (144-0-84 63.16%),630 (2.76),←,
9,"Chandler, Brett",25y 32d,72 (29-0-43 40.28%),8 (0.11),44 (28-0-16 63.64%),6 (0.14)
23,"Clayton, Shane",21y 293d,66 (36-0-30 54.55%),19 (0.29),48 (34-0-14 70.83%),18 (0.38)
45,"Cochrane, Stuart",22y 23d,10 (5-0-5 50.00%),,←,
2,"Colbert, Leigh",25y 66d,116 (69-1-46 59.91%),57 (0.49),11 (7-0-4 63.64%),7 (0.64)
6,"Grant, Shannon",23y 115d,130 (83-1-46 64.23%),146 (1.12),72 (51-0-21 70.83%),108 (1.50)
29,"Harvey, Brent",22y 90d,87 (60-0-27 68.97%),101 (1.16),←,
34,"King, David",28y 158d,155 (104-0-51 67.10%),69 (0.45),←,
35,"Makepeace, Troy",21y 159d,20 (13-0-7 65.00%),6 (0.30),←,
4,"Martyn, Mick",31y 347d,256 (153-1-102 59.96%),15 (0.06),←,
5,"McCartney, Jason",26y 151d,143 (82-0-61 57.34%),52 (0.36),68 (48-0-20 70.59%),4 (0.06)
31,"McKernan, Corey",26y 237d,159 (110-0-49 69.18%),193 (1.21),←,
44,"Motlop, Shannon",21y 360d,25 (17-0-8 68.00%),18 (0.72),←,
28,"Pickett, Byron",23y 1d,74 (52-0-22 70.27%),3 (0.04),←,
7,"Simpson, Adam",24y 178d,113 (81-0-32 71.68%),40 (0.35),←,
10,"Stevens, Anthony",29y 41d,216 (135-0-81 62.50%),100 (0.46),←,
Totals,Totals,25y 321d,2770 (1707-3-1060 61.62%),2008 (0.72),,
C,"Pagan, Denis",52y 323d,193 (128-0-65 66.32%),,←,
