Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",4,1,2,6,,,,1.0,1.0,,,1.0,,1.0,,1.0,5.0,,,4.0,,,95.0
16,"Brown, Leigh",1,,5,6,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,6.0,1.0,,,5.0,,,85.0
43,"Campbell, Matt",8,3,2,10,1,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,6.0,,,1.0,4.0,,56.0
27,"Edwards, Aaron",7,4,,7,,2.0,,2.0,1.0,1.0,1.0,4.0,,1.0,,2.0,5.0,,2.0,1.0,,,77.0
24,"Firrito, Michael",6,2,3,9,,1.0,,4.0,,2.0,,,1.0,,,3.0,5.0,,1.0,3.0,,,100.0
38,"Gibson, Josh",13,4,2,15,,,,2.0,5.0,3.0,,2.0,,1.0,,4.0,8.0,2.0,,8.0,3.0,,95.0
6,"Grant, Shannon",12,4,4,16,5,3.0,,2.0,,3.0,1.0,4.0,1.0,,1.0,7.0,9.0,,2.0,,,,94.0
17,"Grima, Blake",7,2,6,13,,,,2.0,1.0,3.0,2.0,1.0,1.0,,,5.0,8.0,,,,,1.0,46.0
31,"Hale, David",4,2,7,11,,,11.0,,,1.0,1.0,,1.0,,,9.0,3.0,1.0,,,,,73.0
4,"Harris, Daniel",9,5,9,18,,,,9.0,,2.0,4.0,4.0,2.0,2.0,,9.0,9.0,1.0,,,,1.0,61.0
29,"Harvey, Brent",14,4,10,24,,,,1.0,2.0,7.0,3.0,5.0,2.0,,,11.0,13.0,,,1.0,8.0,1.0,89.0
21,"Jones, Corey",10,5,1,11,2,3.0,,5.0,1.0,3.0,2.0,2.0,2.0,1.0,,4.0,7.0,1.0,3.0,,,,100.0
1,"McIntosh, Hamish",9,2,3,12,,,22.0,1.0,1.0,2.0,4.0,1.0,4.0,,,8.0,5.0,1.0,,1.0,,,77.0
42,"McMahon, Scott",6,1,3,9,,,,2.0,1.0,,,1.0,1.0,1.0,,4.0,4.0,,,5.0,,,89.0
20,"Petrie, Drew",9,2,5,14,,,,3.0,2.0,1.0,1.0,3.0,,2.0,,5.0,8.0,2.0,,11.0,,,96.0
30,"Pratt, Daniel",9,5,9,18,,,2.0,5.0,,3.0,,5.0,1.0,1.0,,5.0,14.0,,,1.0,1.0,1.0,90.0
3,"Rawlings, Brady",8,3,9,17,,1.0,,5.0,2.0,,3.0,2.0,2.0,1.0,,7.0,11.0,,,,2.0,,86.0
7,"Simpson, Adam",10,2,17,27,,,3.0,8.0,,7.0,4.0,3.0,2.0,1.0,2.0,11.0,16.0,,,2.0,,1.0,81.0
9,"Sinclair, Jess",13,3,9,22,,,,3.0,3.0,4.0,1.0,1.0,1.0,,,8.0,14.0,,,,4.0,,77.0
10,"Smith, Jesse",6,3,10,16,,,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,7.0,9.0,1.0,,2.0,2.0,,86.0
19,"Swallow, Andrew",9,4,12,21,1,,,6.0,1.0,3.0,6.0,3.0,2.0,1.0,,12.0,9.0,,1.0,2.0,,,75.0
12,"Thomas, Lindsay",9,3,2,11,1,3.0,,7.0,,6.0,,1.0,,,,5.0,6.0,1.0,,3.0,1.0,,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,64,130,313,10,19.0,39.0,74.0,27.0,56.0,36.0,46.0,26.0,15.0,3.0,135.0,175.0,10.0,9.0,50.0,25.0,5.0,
Opposition,Opposition,213,126,156,369,11,12.0,45.0,69.0,42.0,42.0,25.0,58.0,15.0,26.0,3.0,114.0,249.0,15.0,12.0,47.0,23.0,9.0,
