Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",29y 106d,244 (149-4-91 61.89%),301 (1.23),206 (126-3-77 61.89%),257 (1.25)
20,"Black, Simon",27y 68d,180 (118-1-61 65.83%),118 (0.66),←,
36,"Bradshaw, Daniel",27y 201d,170 (101-2-67 60.00%),328 (1.93),167 (98-2-67 59.28%),328 (1.96)
17,"Brennan, Jared",21y 317d,30 (17-0-13 56.67%),21 (0.70),←,
30,"Copeland, Robert",25y 15d,99 (66-0-33 66.67%),19 (0.19),←,
4,"Fixter, Ben",24y 352d,38 (18-0-20 47.37%),9 (0.24),11 (4-0-7 36.36%),1 (0.09)
33,"Hooper, Rhan",18y 152d,4 (1-0-3 25.00%),2 (0.50),←,
43,"McDonald, Beau",26y 219d,82 (54-1-27 66.46%),19 (0.23),←,
9,"McGrath, Ashley",23y 21d,82 (48-1-33 59.15%),73 (0.89),←,
15,"Michael, Mal",28y 351d,191 (107-1-83 56.28%),28 (0.15),130 (86-1-43 66.54%),5 (0.04)
10,"Moody, Matthew",20y 260d,14 (5-0-9 35.71%),8 (0.57),←,
8,"Notting, Tim",27y 232d,145 (94-1-50 65.17%),111 (0.77),←,
41,"Pask, Martin",21y 159d,1 (0-0-1 0.00%),,←,
24,"Patfull, Joel",21y 185d,4 (2-0-2 50.00%),1 (0.25),←,
6,"Power, Luke",26y 153d,165 (105-1-59 63.94%),172 (1.04),←,
35,"Rischitelli, Michael",20y 153d,15 (6-0-9 40.00%),7 (0.47),←,
29,"Roe, Jason",22y 89d,6 (3-0-3 50.00%),2 (0.33),←,
5,"Scott, Brad",30y 38d,157 (91-2-64 58.60%),44 (0.28),135 (83-2-50 62.22%),38 (0.28)
28,"Selwood, Troy",22y 40d,24 (11-0-13 45.83%),2 (0.08),←,
11,"Sherman, Justin",19y 135d,30 (13-0-17 43.33%),19 (0.63),←,
3,"Voss, Michael",30y 338d,279 (164-2-113 59.14%),243 (0.87),200 (126-1-73 63.25%),171 (0.86)
31,"Wood, Cameron",19y 98d,2 (0-0-2 0.00%),,←,
Totals,Totals,24y 118d,1962 (1173-16-773 59.79%),1527 (0.78),,
C,"Matthews, Leigh",54y 101d,406 (245-6-155 61.08%),,182 (120-1-61 66.21%),
