Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",25y 151d,91 (54-0-37 59.34%),62 (0.68),←,
21,"Bradley, Craig",37y 202d,339 (207-2-130 61.36%),228 (0.67),←,
16,"Camporeale, Scott",25y 275d,134 (84-0-50 62.69%),133 (0.99),←,
39,"Christou, Ang",29y 117d,127 (89-1-37 70.47%),18 (0.14),←,
25,"Fevola, Brendan",20y 113d,23 (14-0-9 60.87%),36 (1.57),←,
31,"Fletcher, Simon",22y 269d,41 (27-0-14 65.85%),19 (0.46),←,
45,"Franchina, Anthony",23y 214d,57 (33-0-24 57.89%),20 (0.35),←,
17,"Freeborn, Scott",22y 358d,25 (16-0-9 64.00%),12 (0.48),←,
9,"Hickmott, Adrian",29y 44d,135 (87-0-48 64.44%),84 (0.62),85 (55-0-30 64.71%),60 (0.71)
37,"Hotton, Trent",27y 163d,49 (25-0-24 51.02%),37 (0.76),32 (21-0-11 65.63%),23 (0.72)
33,"Houlihan, Ryan",19y 112d,20 (12-0-8 60.00%),17 (0.85),←,
27,"Hulme, Darren",23y 307d,65 (32-0-33 49.23%),33 (0.51),←,
43,"Koutoufides, Anthony",28y 115d,174 (105-1-68 60.63%),148 (0.85),←,
12,"Lappin, Matthew",25y 85d,110 (60-1-49 55.00%),102 (0.93),55 (32-0-23 58.18%),76 (1.38)
10,"Mansfield, Michael",29y 278d,204 (119-1-84 58.58%),107 (0.52),23 (16-0-7 69.57%),7 (0.30)
22,"Manton, Glenn",27y 346d,147 (87-0-60 59.18%),34 (0.23),126 (76-0-50 60.32%),30 (0.24)
3,"Massie, Kris",20y 348d,39 (23-0-16 58.97%),12 (0.31),←,
5,"McKay, Andrew",30y 303d,186 (114-1-71 61.56%),27 (0.15),←,
11,"Porter, Mark",24y 214d,40 (18-0-22 45.00%),10 (0.25),←,
7,"Ratten, Brett",29y 306d,221 (130-0-91 58.82%),91 (0.41),←,
1,"Silvagni, Stephen",33y 347d,296 (187-1-108 63.34%),190 (0.64),←,
8,"Whitnall, Lance",21y 263d,98 (53-0-45 54.08%),199 (2.03),←,
Totals,Totals,26y 141d,2621 (1576-8-1037 60.13%),1619 (0.62),,
C,"Brittain, Wayne",42y 334d,7 (4-0-3 57.14%),,←,
