Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bennell, Harley",8,1,10,18,1,1.0,1.0,,,4.0,4.0,,,,,8.0,9.0,1.0,,4.0,1.0,1.0,97.0
36,"Broughton, Greg",6,3,5,11,,1.0,,7.0,1.0,,1.0,1.0,1.0,,,5.0,6.0,1.0,,3.0,,,88.0
12,"Day, Sam",8,3,7,15,,,6.0,2.0,1.0,2.0,,4.0,,,,11.0,3.0,2.0,,4.0,,,97.0
23,"Dixon, Charlie",6,2,4,10,3,,12.0,2.0,2.0,,2.0,2.0,1.0,2.0,,9.0,1.0,1.0,2.0,1.0,,,88.0
33,"Hall, Aaron",3,,4,7,,,,,,1.0,,3.0,,2.0,,2.0,5.0,,,,,1.0,94.0
5,"Harbrow, Jarrod",7,2,6,13,,,,4.0,,2.0,3.0,5.0,,3.0,,9.0,6.0,,,3.0,3.0,,91.0
28 ↓,"Kolodjashnij, Kade",11,6,7,18,,,,1.0,5.0,1.0,,1.0,,,,2.0,15.0,,,1.0,1.0,,60.0
40,"Lemmens, Sean",9,1,9,18,,,,3.0,4.0,2.0,3.0,2.0,,,,6.0,10.0,1.0,,2.0,1.0,,94.0
37,"Lonergan, Jesse",8,3,8,16,,1.0,,1.0,,4.0,1.0,2.0,,,,2.0,14.0,,,,,1.0,64.0
19,"Lynch, Tom",9,4,7,16,2,2.0,,1.0,,2.0,,5.0,1.0,1.0,,9.0,5.0,1.0,2.0,5.0,1.0,,97.0
4,"Martin, Jack",3,1,3,6,1,,,2.0,,,2.0,2.0,1.0,2.0,,3.0,3.0,,,,,,65.0
17,"May, Steven",12,3,3,15,,,,6.0,5.0,1.0,1.0,1.0,,1.0,,6.0,8.0,2.0,,4.0,,,99.0
29,"Murphy, Tom",10,4,3,13,,,,2.0,6.0,,,1.0,,,,6.0,7.0,,,5.0,,,85.0
1,"OMeara, Jaeger",16,3,6,22,2,1.0,,9.0,3.0,5.0,5.0,3.0,1.0,1.0,,12.0,11.0,,1.0,1.0,,,82.0
10,"Prestia, Dion",11,3,11,22,,,,4.0,2.0,3.0,6.0,1.0,1.0,,,10.0,12.0,1.0,,1.0,,2.0,80.0
35,"Rischitelli, Michael",6,5,3,9,,,,4.0,1.0,3.0,,1.0,,1.0,,3.0,6.0,1.0,,2.0,,1.0,91.0
6,"Sexton, Alex",4,1,2,6,,1.0,,2.0,,1.0,,3.0,,3.0,,3.0,3.0,,,1.0,,1.0,71.0
26 ↑,"Shaw, Matt",5,1,5,10,,1.0,,1.0,1.0,,,,,,,3.0,7.0,,1.0,,2.0,,33.0
2,"Smith, Zac",4,1,8,12,,2.0,22.0,6.0,,2.0,6.0,1.0,,,,7.0,4.0,,,1.0,,,72.0
25,"Stanley, Danny",13,5,7,20,,,,2.0,,1.0,2.0,2.0,2.0,,,9.0,9.0,,,,1.0,,73.0
24,"Swallow, David",10,4,10,20,,,1.0,3.0,2.0,4.0,3.0,1.0,,,,11.0,9.0,1.0,,3.0,,,79.0
16,"Thompson, Rory",6,5,2,8,,,,1.0,2.0,,,,,,,5.0,4.0,1.0,,10.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,61,130,305,9,12.0,42.0,63.0,35.0,38.0,39.0,41.0,8.0,16.0,,141.0,157.0,13.0,6.0,51.0,10.0,7.0,
Opposition,Opposition,231,78,189,420,13,16.0,43.0,57.0,25.0,58.0,46.0,33.0,16.0,8.0,6.0,167.0,248.0,10.0,8.0,44.0,16.0,11.0,
