Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 169d,309 (182-0-127 58.90%),143 (0.46),←,
16,"Brown, Leigh",25y 198d,172 (73-1-98 42.73%),77 (0.45),109 (54-1-54 50.00%),57 (0.52)
27,"Edwards, Aaron",23y 191d,20 (14-0-6 70.00%),20 (1.00),16 (10-0-6 62.50%),18 (1.13)
24,"Firrito, Michael",23y 286d,80 (42-0-38 52.50%),13 (0.16),←,
38,"Gibson, Josh",23y 180d,21 (10-0-11 47.62%),,←,
6,"Grant, Shannon",30y 143d,278 (156-2-120 56.47%),329 (1.18),220 (124-1-95 56.59%),291 (1.32)
31,"Hale, David",23y 110d,77 (34-0-43 44.16%),43 (0.56),←,
4,"Harris, Daniel",25y 122d,114 (57-1-56 50.44%),33 (0.29),←,
29,"Harvey, Brent",29y 118d,239 (134-1-104 56.28%),278 (1.16),←,
21,"Jones, Corey",26y 195d,126 (60-0-66 47.62%),165 (1.31),←,
1,"McIntosh, Hamish",23y 5d,41 (19-0-22 46.34%),19 (0.46),←,
42,"McMahon, Scott",21y 99d,14 (9-0-5 64.29%),12 (0.86),←,
20,"Petrie, Drew",24y 329d,129 (63-1-65 49.22%),110 (0.85),←,
30,"Pratt, Daniel",24y 172d,61 (32-0-29 52.46%),4 (0.07),58 (31-0-27 53.45%),3 (0.05)
3,"Rawlings, Brady",26y 91d,156 (81-0-75 51.92%),54 (0.35),←,
32,"Sansbury, Eddie",23y 287d,37 (13-0-24 35.14%),21 (0.57),←,
7,"Simpson, Adam",31y 205d,265 (155-1-109 58.68%),74 (0.28),←,
9,"Sinclair, Jess",29y 14d,184 (75-1-108 41.03%),69 (0.38),134 (62-1-71 46.64%),43 (0.32)
10,"Smith, Jesse",20y 345d,23 (14-0-9 60.87%),2 (0.09),←,
19,"Swallow, Andrew",20y 99d,35 (17-0-18 48.57%),11 (0.31),←,
36,"Watt, Shannon",26y 287d,129 (66-1-62 51.55%),9 (0.07),←,
8,"Wells, Daniel",22y 218d,100 (49-1-50 49.50%),59 (0.59),←,
Totals,Totals,25y 176d,2610 (1355-10-1245 51.92%),1545 (0.59),,
C,"Laidley, Dani",40y 166d,112 (55-1-56 49.55%),,←,
