North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Campbell, Matt",22y 88d,39 (22-1-16 57.69%),47 (1.21),←,
11,"Firrito, Michael",25y 143d,109 (57-1-51 52.75%),16 (0.15),←,
38,"Gibson, Josh",25y 37d,47 (24-0-23 51.06%),1 (0.02),←,
31,"Hale, David",24y 332d,105 (48-1-56 46.19%),86 (0.82),←,
6,"Hansen, Lachlan",20y 245d,17 (10-0-7 58.82%),4 (0.24),←,
39,"Harding, Leigh",27y 358d,115 (57-2-56 50.43%),139 (1.21),←,
29,"Harvey, Brent",30y 340d,268 (149-2-117 55.97%),311 (1.16),←,
2,"Lower, Ed",21y 300d,28 (16-1-11 58.93%),14 (0.50),←,
1,"McIntosh, Hamish",24y 227d,61 (27-1-33 45.08%),29 (0.48),←,
42,"McMahon, Scott",22y 321d,33 (20-0-13 60.61%),22 (0.67),←,
20,"Petrie, Drew",26y 186d,158 (78-2-78 50.00%),133 (0.84),←,
5,"Power, Sam",25y 291d,110 (41-3-66 38.64%),18 (0.16),26 (13-1-12 51.92%),2 (0.08)
30,"Pratt, Daniel",26y 29d,88 (46-0-42 52.27%),9 (0.10),85 (45-0-40 52.94%),8 (0.09)
3,"Rawlings, Brady",27y 313d,185 (96-1-88 52.16%),57 (0.31),←,
7,"Simpson, Adam",33y 62d,292 (168-2-122 57.88%),80 (0.27),←,
18,"Smith, Josh",23y 45d,5 (2-0-3 40.00%),,←,
9,"Swallow, Andrew",21y 321d,44 (21-0-23 47.73%),13 (0.30),←,
12,"Thomas, Lindsay",21y 50d,39 (20-1-18 52.56%),47 (1.21),←,
16,"Thompson, Scott",22y 345d,10 (2-1-7 25.00%),,←,
14,"Urquhart, Gavin",20y 336d,18 (9-0-9 50.00%),,←,
35,"Warren, Ben",20y 67d,1 (1-0-0 100.00%),,←,
19,"Ziebell, Jack",18y 50d,4 (2-0-2 50.00%),1 (0.25),←,
Totals,Totals,24y 104d,1776 (916-19-841 51.58%),1027 (0.58),,
C,"Laidley, Dani",42y 23d,141 (70-2-69 50.35%),,←,
