Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",27y 308d,122 (60-0-62 49.18%),42 (0.34),←,
30,"Brown, Campbell",25y 240d,126 (61-0-65 48.41%),53 (0.42),←,
39,"Campbell, Robert",26y 327d,104 (56-0-48 53.85%),25 (0.24),←,
31,"Dew, Stuart",29y 250d,200 (117-3-80 59.25%),259 (1.29),20 (15-0-5 75.00%),14 (0.70)
16,"Dowler, Beau",21y 130d,5 (2-0-3 40.00%),2 (0.40),←,
23,"Franklin, Lance",22y 85d,86 (45-0-41 52.33%),254 (2.95),←,
15,"Hodge, Luke",24y 314d,137 (66-0-71 48.18%),92 (0.67),←,
3,"Lewis, Jordan",23y 1d,85 (43-0-42 50.59%),27 (0.32),←,
5,"Mitchell, Sam",26y 195d,138 (68-0-70 49.28%),24 (0.17),←,
35,"Morton, Jarryd",20y 202d,12 (7-0-5 58.33%),4 (0.33),←,
28,"Moss, Garry",20y 294d,5 (2-0-3 40.00%),6 (1.20),←,
29,"Murphy, Tom",23y 37d,35 (18-0-17 51.43%),3 (0.09),←,
34,"Renouf, Brent",20y 357d,13 (9-0-4 69.23%),,←,
33,"Rioli, Cyril",19y 285d,30 (22-0-8 73.33%),30 (1.00),←,
2,"Roughead, Jarryd",22y 92d,88 (48-0-40 54.55%),149 (1.69),←,
12,"Sewell, Brad",25y 82d,88 (43-0-45 48.86%),13 (0.15),←,
44,"Stokes, Cameron",19y 297d,14 (10-0-4 71.43%),8 (0.57),←,
13,"Taylor, Simon",26y 250d,69 (35-0-34 50.72%),15 (0.22),←,
22,"Tuck, Travis",21y 230d,12 (7-0-5 58.33%),1 (0.08),←,
37,"Whitecross, Brendan",19y 90d,5 (2-0-3 40.00%),,←,
6,"Williams, Mark",26y 12d,103 (45-0-58 43.69%),231 (2.24),←,
11,"Young, Clinton",23y 68d,69 (41-0-28 59.42%),27 (0.39),←,
Totals,Totals,23y 188d,1546 (807-3-736 52.20%),1265 (0.82),,
C,"Clarkson, Alastair",40y 363d,98 (50-0-48 51.02%),,←,
