North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Buckley, Ben",8,1.0,6,14,,,,3.0,,,,,2.0,,,,,,,,,,
18,"Carey, Wayne",16,5.0,3,19,2.0,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
23,"Clarkson, Alastair",6,4.0,10,16,1.0,,1.0,2.0,,,,,,5.0,,,,,,,,,
27,"Crocker, Darren",11,3.0,9,20,,,,3.0,,,,,,3.0,,,,,,,,,
5,"Dennis, Richard",5,3.0,3,8,2.0,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fairley, Ian",12,4.0,2,14,2.0,,2.0,,,,,,1.0,,,,,,,,,,
26,"Ishchenko, Alex",9,6.0,7,16,,,5.0,1.0,,,,,4.0,1.0,,,,,,,,,
9,"Larkin, Matthew",5,3.0,13,18,,,,,,,,,,,,,,,,,,,
35,"Longmire, John",11,5.0,2,13,5.0,3.0,,,,,,,4.0,1.0,,,,,,,,,
20,"Mann, Peter",5,3.0,4,9,,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,
4,"Martyn, Mick",4,,8,12,,,,1.0,,,,,2.0,2.0,,,,,,,,,
19,"McRae, Dean",10,3.0,7,17,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,
37,"Page, Glenn",13,4.0,4,17,,,,2.0,,,,,4.0,,,,,,,,,,
3,"Rock, Anthony",7,1.0,3,10,1.0,,,,,,,,,,,,,,,,,,
36,"Romero, Jose",12,2.0,9,21,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Schwass, Wayne",16,3.0,7,23,1.0,,2.0,,,,,,4.0,1.0,,,,,,,,,
24,"Sholl, Craig",11,3.0,5,16,,,,2.0,,,,,2.0,1.0,,,,,,,,,
15,"Smith, Ross",5,1.0,5,10,,,,1.0,,,,,,3.0,,,,,,,,,
7,"Steele, Darren",6,2.0,8,14,,,,,,,,,,1.0,,,,,,,,,
13,"Tudor, Leigh",5,,4,9,1.0,1.0,,1.0,,,,,,,,,,,,,,,
Totals,Totals,177,56.0,119,296,16.0,8.0,14.0,24.0,,,,,27.0,21.0,,,,,,,,,
Opposition,Opposition,228,90.0,149,377,21.0,14.0,26.0,31.0,,,,,21.0,27.0,6.0,,,,,,,,
