Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",2.0,,3,5,,,,,,,,,,,,,,,,,,,
18,"Cameron, Leon",19.0,2.0,3,22,,,,1.0,,,,,3.0,,,,,,,,,,
14,"Darcy, Luke",,,1,1,,,4.0,1.0,,,,,,,,,,,,,,,
3,"Grant, Chris",12.0,12.0,8,20,2.0,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
10,"Hunter, Mark",6.0,3.0,1,7,,,,,,,,,1.0,2.0,,,,,,,,,
6,"Johnson, Brad",13.0,8.0,5,18,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Kolyniuk, Steven",18.0,7.0,9,27,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,
39,"Liberatore, Tony",15.0,,4,19,,,,7.0,,,,,,2.0,,,,,,,,,
27,"Macpherson, Stephen",11.0,4.0,4,15,,,,,,,,,1.0,,,,,,,,,,
23,"Martin, Michael",7.0,1.0,8,15,,1.0,,2.0,,,,,,,,,,,,,,,
9,"Nicholson, Brad",3.0,3.0,3,6,,,,1.0,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",10.0,4.0,1,11,4.0,3.0,,,,,,,1.0,,,,,,,,,,
21,"Phillipou, Sam",8.0,3.0,2,10,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
11,"Romero, Jose",9.0,2.0,3,12,,,,1.0,,,,,1.0,,,,,,,,,,
38,"Sir, Sedat",4.0,2.0,1,5,,,1.0,2.0,,,,,,1.0,,,,,,,,,
5,"Smith, Rohan",6.0,2.0,8,14,,,1.0,,,,,,,1.0,,,,,,,,,
8,"Southern, Daniel",7.0,4.0,3,10,2.0,,,3.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",11.0,5.0,2,13,,,1.0,1.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",14.0,7.0,11,25,2.0,,,4.0,,,,,3.0,1.0,1.0,,,,,,,,
7,"West, Scott",22.0,5.0,6,28,,,,1.0,,,,,3.0,1.0,,,,,,,,,
15,"Wynd, Scott",4.0,4.0,6,10,,,17.0,2.0,,,,,,1.0,,,,,,,,,
Totals,Totals,201.0,78.0,92,293,13.0,6.0,25.0,31.0,,,,,19.0,15.0,1.0,,,,,,,,
Opposition,Opposition,172.0,52.0,118,290,15.0,15.0,16.0,20.0,,,,,15.0,19.0,5.0,,,,,,,,
