North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",26y 97d,98 (51-1-46 52.55%),70 (0.71),←,
18,"Atley, Shaun",21y 302d,77 (41-0-36 53.25%),9 (0.12),←,
3,"Bastinac, Ryan",23y 20d,95 (52-0-43 54.74%),53 (0.56),←,
35,"Black, Aaron",23y 225d,38 (22-0-16 57.89%),57 (1.50),←,
50,"Brown, Ben",21y 234d,4 (3-0-1 75.00%),4 (1.00),←,
10,"Cunnington, Ben",23y 12d,90 (47-0-43 52.22%),32 (0.36),←,
15,"Dal Santo, Nick",30y 140d,276 (155-5-116 57.07%),143 (0.52),16 (10-0-6 62.50%),3 (0.19)
11,"Firrito, Michael",30y 227d,222 (110-2-110 50.00%),28 (0.13),←,
43,"Gibson, Sam",28y 46d,51 (30-0-21 58.82%),20 (0.39),←,
22,"Goldstein, Todd",26y 11d,117 (61-1-55 52.56%),55 (0.47),←,
24,"Greenwood, Levi",25y 143d,67 (36-1-30 54.48%),20 (0.30),←,
6,"Hansen, Lachlan",25y 329d,114 (58-1-55 51.32%),76 (0.67),←,
29,"Harvey, Brent",36y 59d,378 (205-3-170 54.63%),450 (1.19),←,
5,"Jacobs, Ben",22y 184d,39 (12-0-27 30.77%),8 (0.21),13 (7-0-6 53.85%),3 (0.23)
2,"McKenzie, Brad",21y 44d,22 (12-0-10 54.55%),4 (0.18),←,
42,"McMahon, Scott",28y 40d,121 (62-1-58 51.65%),28 (0.23),←,
41,"Mullett, Aaron",22y 139d,44 (24-0-20 54.55%),24 (0.55),←,
20,"Petrie, Drew",31y 270d,260 (127-3-130 49.42%),337 (1.30),←,
9,"Swallow, Andrew",27y 40d,155 (74-1-80 48.06%),72 (0.46),←,
12,"Thomas, Lindsay",26y 134d,145 (69-2-74 48.28%),234 (1.61),←,
16,"Thompson, Scott",28y 64d,127 (58-2-67 46.46%),6 (0.05),←,
19,"Wright, Sam",23y 362d,75 (38-0-37 50.67%),54 (0.72),←,
Totals,Totals,26y 26d,2615 (1347-23-1245 51.51%),1784 (0.68),,
C,"Scott, Brad",38y 70d,105 (55-0-50 52.38%),,←,
