Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",16,7,11,27,2,,,1.0,7.0,3.0,3.0,2.0,,,,11.0,16.0,,2.0,1.0,,1.0,83.0
15,"Anderson, Noah",12,3,12,24,,1.0,,3.0,4.0,5.0,9.0,3.0,2.0,,,14.0,10.0,,,1.0,1.0,1.0,81.0
31,"Andrew, Mac",11,8,4,15,,,,,4.0,3.0,1.0,5.0,,3.0,,5.0,9.0,2.0,,2.0,,,99.0
2,"Atkins, Rory",13,4,10,23,,,,1.0,5.0,,,1.0,,,,8.0,9.0,,,,2.0,,76.0
10,"Ballard, Charlie",5,2,2,7,,,,1.0,2.0,3.0,,3.0,,1.0,,4.0,4.0,1.0,,13.0,,,100.0
35,"Budarick, Connor",13,4,3,16,,,,2.0,3.0,3.0,,2.0,2.0,1.0,,2.0,9.0,,,2.0,1.0,,77.0
30,"Casboult, Levi",4,4,1,5,,,,2.0,,2.0,,3.0,,2.0,,1.0,4.0,,,1.0,,1.0,84.0
1,"Chol, Mabior",7,7,4,11,1,,2.0,1.0,,5.0,,2.0,1.0,,,5.0,8.0,1.0,2.0,2.0,,1.0,73.0
25,"Collins, Sam",5,2,9,14,,,,,2.0,,,1.0,3.0,,,11.0,3.0,,,9.0,,,96.0
4,"Ellis, Brandon",6,2,6,12,1,,,2.0,,2.0,1.0,1.0,,,,2.0,10.0,,1.0,,,,87.0
8,"Fiorini, Brayden",9,5,13,22,,,,4.0,1.0,3.0,5.0,3.0,2.0,,,10.0,15.0,,1.0,4.0,,,67.0
3,"Flanders, Sam",20,5,16,36,,,,5.0,1.0,6.0,5.0,3.0,1.0,1.0,,11.0,24.0,,,1.0,,1.0,82.0
19,"Humphrey, Bailey",4,1,4,8,,,,3.0,,2.0,,2.0,1.0,1.0,,6.0,3.0,,,2.0,,1.0,74.0
38 ↓,"Johnston, Lloyd",6,1,2,8,,,,2.0,1.0,1.0,,2.0,,,,3.0,4.0,,,2.0,,,57.0
23,"Lemmens, Sean",10,2,3,13,,,,3.0,2.0,1.0,,3.0,1.0,1.0,,3.0,10.0,,,1.0,1.0,,71.0
13,"Lukosius, Jack",10,5,5,15,1,,,1.0,,3.0,1.0,4.0,,,,5.0,10.0,,2.0,2.0,1.0,1.0,83.0
44 ↑,"Macpherson, Darcy",3,1,1,4,,,,,,1.0,,,,,,,3.0,,,,,1.0,24.0
11,"Miller, Touk",15,3,14,29,1,,,8.0,1.0,6.0,3.0,5.0,1.0,1.0,,7.0,23.0,,,1.0,,,85.0
41,"Rosas, Malcolm",7,3,4,11,1,,,2.0,,,2.0,2.0,,1.0,,7.0,5.0,,1.0,1.0,,,81.0
18,"Rowell, Matt",13,1,7,20,,,,9.0,1.0,8.0,8.0,6.0,2.0,2.0,1.0,14.0,8.0,,,,,,81.0
6,"Sexton, Alex",9,3,5,14,2,1.0,,,3.0,1.0,,4.0,1.0,4.0,,5.0,9.0,,1.0,,,1.0,78.0
24,"Swallow, David",12,8,4,16,4,3.0,,3.0,,2.0,1.0,,1.0,,,4.0,13.0,1.0,5.0,,,1.0,76.0
28,"Witts, Jarrod",5,1,7,12,,,38.0,4.0,1.0,4.0,3.0,1.0,1.0,,,4.0,8.0,,,3.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,82,147,362,13,9.0,40.0,57.0,38.0,64.0,42.0,58.0,19.0,18.0,1.0,142.0,217.0,5.0,15.0,48.0,6.0,10.0,
Opposition,Opposition,228,84,146,374,13,13.0,34.0,68.0,50.0,51.0,35.0,49.0,18.0,19.0,5.0,167.0,204.0,14.0,11.0,40.0,4.0,11.0,
