Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",20y 148d,37 (15-1-21 41.89%),9 (0.24),←,
6,"Bate, Matthew",21y 50d,42 (16-0-26 38.10%),34 (0.81),←,
21,"Bell, Daniel",23y 91d,57 (21-1-35 37.72%),1 (0.02),←,
32,"Bruce, Cameron",28y 287d,177 (80-1-96 45.48%),192 (1.08),←,
1,"Buckley, Simon",21y 86d,13 (2-0-11 15.38%),2 (0.15),←,
14,"Dunn, Lynden",21y 60d,34 (12-0-22 35.29%),28 (0.82),←,
20,"Garland, Colin",20y 76d,14 (2-0-12 14.29%),2 (0.14),←,
18,"Green, Brad",27y 122d,181 (83-1-97 46.13%),224 (1.24),←,
40,"Jamar, Mark",24y 339d,61 (25-1-35 41.80%),18 (0.30),←,
17,"Johnson, Chris",22y 170d,27 (9-0-18 33.33%),1 (0.04),←,
11,"Johnson, Paul",24y 17d,38 (10-0-28 26.32%),6 (0.16),37 (9-0-28 24.32%),6 (0.16)
2,"Jones, Nathan",20y 175d,44 (10-1-33 23.86%),21 (0.48),←,
33,"Martin, Stefan",21y 239d,2 (1-0-1 50.00%),,←,
7,"Miller, Brad",25y 7d,105 (40-1-64 38.57%),52 (0.50),←,
10,"Morton, Cale",18y 177d,12 (1-0-11 8.33%),5 (0.42),←,
29,"Newton, Michael",21y 77d,12 (3-0-9 25.00%),16 (1.33),←,
12,"Sylvia, Colin",22y 248d,63 (24-1-38 38.89%),41 (0.65),←,
44,"Valenti, Shane",21y 166d,4 (1-0-3 25.00%),,←,
37,"Warnock, Matthew",24y 101d,14 (3-0-11 21.43%),1 (0.07),←,
31,"Wheatley, Paul",27y 92d,126 (59-0-67 46.83%),33 (0.26),←,
45,"Whelan, Matthew",28y 243d,133 (64-1-68 48.50%),13 (0.10),←,
39,"Wonaeamirri, Austin",19y 285d,13 (2-0-11 15.38%),21 (1.62),←,
Totals,Totals,22y 364d,1209 (483-9-717 39.95%),720 (0.60),,
C,"Bailey, Dean",41y 177d,15 (2-0-13 13.33%),,←,
