Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
8,"Bewick, Darren",26y 14d,115 (70-1-44 61.30%),186 (1.62),←,
48,"Calthorpe, David",20y 18d,10 (7-0-3 70.00%),8 (0.80),←,
6,"Daniher, Anthony",30y 226d,224 (119-1-104 53.35%),79 (0.35),109 (70-1-38 64.68%),17 (0.16)
7,"Daniher, Chris",27y 157d,52 (28-1-23 54.81%),14 (0.27),←,
38,"Denham, Sean",24y 128d,73 (41-1-31 56.85%),31 (0.42),29 (17-1-11 60.34%),10 (0.34)
15,"Ezard, Alan",30y 142d,184 (118-0-66 64.13%),200 (1.09),←,
29,"Grenvold, David",27y 182d,67 (45-1-21 67.91%),13 (0.19),←,
1,"Harvey, Mark",28y 85d,156 (104-1-51 66.99%),162 (1.04),←,
11,"Hills, Paul",20y 349d,48 (27-1-20 57.29%),9 (0.19),←,
9,"Kickett, Derek",30y 333d,87 (50-1-36 58.05%),105 (1.21),75 (45-1-29 60.67%),93 (1.24)
13,"Long, Michael",23y 338d,99 (63-0-36 63.64%),66 (0.67),←,
2,"Mercuri, Mark",19y 195d,20 (12-1-7 62.50%),20 (1.00),←,
10,"ODonnell, Gary",28y 115d,134 (83-1-50 62.31%),47 (0.35),←,
47,"Olarenshaw, Ricky",20y 215d,13 (10-0-3 76.92%),5 (0.38),←,
18,"Ridley, Todd",24y 205d,17 (10-0-7 58.82%),19 (1.12),←,
3,"Salmon, Paul",28y 227d,179 (108-1-70 60.61%),441 (2.46),←,
19,"Somerville, Peter",25y 58d,63 (38-0-25 60.32%),56 (0.89),←,
12,"Symons, Michael",21y 353d,21 (15-0-6 71.43%),24 (1.14),←,
4,"Wanganeen, Gavin",20y 78d,58 (32-1-25 56.03%),26 (0.45),←,
32,"Watson, Tim",32y 53d,295 (185-3-107 63.22%),330 (1.12),←,
Totals,Totals,25y 210d,1915 (1165-15-735 60.84%),1841 (0.96),,
C,"Sheedy, Kevin",45y 254d,304 (198-2-104 65.46%),,←,
