Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",32y 264d,315 (153-3-159 49.05%),600 (1.90),131 (78-0-53 59.54%),310 (2.37)
16,"Brown, Luke",26y 329d,149 (85-1-63 57.38%),13 (0.09),←,
2,"Crouch, Brad",25y 215d,82 (45-0-37 54.88%),32 (0.39),←,
5,"Crouch, Matt",24y 118d,108 (66-1-41 61.57%),25 (0.23),←,
26,"Douglas, Richard",32y 192d,245 (133-1-111 54.49%),164 (0.67),←,
32,"Fogarty, Darcy",19y 326d,13 (5-0-8 38.46%),18 (1.38),←,
6,"Gibbs, Bryce",30y 155d,264 (112-2-150 42.80%),152 (0.58),33 (17-0-16 51.52%),15 (0.45)
15,"Hartigan, Kyle",27y 283d,101 (62-0-39 61.39%),1 (0.01),←,
24,"Jacobs, Sam",31y 129d,200 (111-1-88 55.75%),48 (0.24),183 (104-1-78 57.10%),45 (0.25)
20,"Jones, Chayce",19y 215d,7 (1-0-6 14.29%),1 (0.14),←,
8,"Kelly, Jake",24y 208d,74 (41-1-32 56.08%),1 (0.01),←,
29,"Laird, Rory",25y 231d,142 (84-1-57 59.51%),12 (0.08),←,
27,"Lynch, Tom",28y 336d,138 (84-1-53 61.23%),187 (1.36),132 (80-1-51 60.98%),183 (1.39)
14,"Mackay, David",31y 23d,219 (129-1-89 59.13%),60 (0.27),←,
30,"Milera, Wayne",21y 337d,59 (35-1-23 60.17%),21 (0.36),←,
44,"Murphy, Lachlan",20y 256d,32 (16-0-16 50.00%),31 (0.97),←,
43,"OBrien, Reilly",23y 362d,20 (11-0-9 55.00%),3 (0.15),←,
11,"Seedsman, Paul",27y 207d,100 (56-1-43 56.50%),50 (0.50),51 (29-1-21 57.84%),33 (0.65)
9,"Sloane, Rory",29y 153d,198 (114-1-83 57.83%),122 (0.62),←,
33,"Smith, Brodie",27y 215d,166 (99-1-66 59.94%),56 (0.34),←,
12,"Talia, Daniel",27y 319d,185 (108-1-76 58.65%),6 (0.03),←,
13,"Walker, Taylor",29y 114d,188 (106-1-81 56.65%),421 (2.24),←,
Totals,Totals,26y 293d,3005 (1656-19-1330 55.11%),2024 (0.67),,
C,"Pyke, Don",50y 255d,92 (56-1-35 61.41%),,←,
