Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",26y 43d,91 (50-0-41 54.95%),54 (0.59),←,
8,"Cook, Myke",19y 205d,3 (2-0-1 66.67%),,←,
32,"Dangerfield, Patrick",19y 27d,8 (4-0-4 50.00%),7 (0.88),←,
11,"Doughty, Michael",29y 270d,148 (90-0-58 60.81%),35 (0.24),←,
26,"Douglas, Richard",22y 85d,44 (24-0-20 54.55%),29 (0.66),←,
9,"Edwards, Tyson",32y 269d,295 (161-0-134 54.58%),184 (0.62),←,
36,"Goodwin, Simon",32y 127d,244 (139-0-105 56.97%),156 (0.64),←,
6,"Griffin, Jonathon",23y 108d,30 (16-0-14 53.33%),5 (0.17),←,
18,"Johncock, Graham",26y 193d,152 (85-0-67 55.92%),90 (0.59),←,
14,"Mackay, David",20y 281d,25 (16-0-9 64.00%),6 (0.24),←,
23,"McLeod, Andrew",32y 271d,310 (169-0-141 54.52%),258 (0.83),←,
22,"Otten, Andy",19y 352d,8 (4-0-4 50.00%),,←,
33,"Petrenko, Jared",19y 131d,6 (3-0-3 50.00%),4 (0.67),←,
40,"Porplyzia, Jason",24y 156d,50 (31-0-19 62.00%),73 (1.46),←,
3,"Reilly, Brent",25y 171d,99 (58-0-41 58.59%),39 (0.39),←,
25,"Rutten, Ben",25y 339d,108 (67-0-41 62.04%),5 (0.05),←,
27,"Stevens, Scott",27y 107d,106 (54-1-51 51.42%),73 (0.69),81 (44-0-37 54.32%),56 (0.69)
5,"Thompson, Scott",26y 49d,137 (79-0-58 57.66%),100 (0.73),98 (61-0-37 62.24%),83 (0.85)
4,"Tippett, Kurt",21y 359d,25 (13-0-12 52.00%),24 (0.96),←,
7,"van Berlo, Nathan",22y 330d,82 (49-0-33 59.76%),24 (0.29),←,
17,"Vince, Bernie",23y 212d,37 (23-0-14 62.16%),20 (0.54),←,
13,"Walker, Taylor",19y 7d,6 (3-0-3 50.00%),9 (1.50),←,
Totals,Totals,24y 219d,2014 (1140-1-873 56.60%),1195 (0.59),,
C,"Craig, Neil",53y 111d,110 (67-0-43 60.91%),,←,
