Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",24y 28d,43 (23-0-20 53.49%),65 (1.51),←,
21,"Barlow, Michael",23y 238d,19 (10-0-9 52.63%),18 (0.95),←,
6,"Broughton, Greg",24y 318d,50 (21-0-29 42.00%),9 (0.18),←,
30,"Clarke, Zac",21y 138d,18 (5-0-13 27.78%),5 (0.28),←,
15,"Crowley, Ryan",27y 161d,112 (55-0-57 49.11%),84 (0.75),←,
41,"Duffield, Paul",26y 189d,88 (38-0-50 43.18%),21 (0.24),←,
28,"Faulks, Peter",23y 111d,1 (0-0-1 0.00%),,←,
7,"Fyfe, Nat",19y 329d,37 (20-0-17 54.05%),29 (0.78),←,
14,"Grover, Antoni",31y 155d,199 (86-0-113 43.22%),27 (0.14),←,
32,"Hill, Stephen",21y 104d,64 (29-0-35 45.31%),42 (0.66),←,
19,"Hinkley, Clayton",22y 173d,19 (6-0-13 31.58%),5 (0.26),←,
5,"Ibbotson, Garrick",23y 151d,77 (29-0-48 37.66%),19 (0.25),←,
37,"Johnson, Michael",26y 297d,122 (60-0-62 49.18%),50 (0.41),←,
34,"Lower, Nick",24y 51d,38 (15-0-23 39.47%),7 (0.18),18 (8-0-10 44.44%),7 (0.39)
23,"Mayne, Chris",22y 284d,55 (27-0-28 49.09%),60 (1.09),←,
18,"McPharlin, Luke",29y 255d,186 (91-0-95 48.92%),113 (0.61),174 (83-0-91 47.70%),110 (0.63)
13,"Mzungu, Tendai",25y 166d,11 (4-0-7 36.36%),8 (0.73),←,
29,"Pavlich, Matthew",29y 225d,255 (112-0-143 43.92%),489 (1.92),←,
46,"Pearce, Clancee",20y 294d,24 (8-0-16 33.33%),13 (0.54),←,
31,"Sandilands, Aaron",28y 250d,166 (84-0-82 50.60%),64 (0.39),←,
36,"Silvagni, Alex",23y 318d,22 (13-0-9 59.09%),5 (0.23),←,
8,"Suban, Nick",21y 96d,45 (17-0-28 37.78%),15 (0.33),←,
Totals,Totals,24y 247d,1651 (753-0-898 45.61%),1148 (0.70),,
C,"Harvey, Mark",46y 63d,94 (39-0-55 41.49%),,←,
