Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 97d,229 (141-0-88 61.57%),129 (0.56),←,
27,"Baird, John",23y 18d,27 (15-1-11 57.41%),5 (0.19),←,
16,"Brown, Leigh",21y 126d,76 (26-1-49 34.87%),28 (0.37),13 (7-1-5 57.69%),8 (0.62)
22,"Burton, Matthew",33y 41d,142 (59-0-83 41.55%),63 (0.44),72 (37-0-35 51.39%),31 (0.43)
43,"Clayton, Jeremy",22y 140d,2 (1-0-1 50.00%),,←,
42,"Firrito, Michael",19y 214d,2 (1-0-1 50.00%),,←,
6,"Grant, Shannon",26y 71d,183 (108-2-73 59.56%),204 (1.11),125 (76-1-48 61.20%),166 (1.33)
4,"Harris, Daniel",21y 50d,20 (9-1-10 47.50%),6 (0.30),←,
29,"Harvey, Brent",25y 46d,142 (88-1-53 62.32%),165 (1.16),←,
21,"Jones, Corey",22y 123d,29 (13-0-16 44.83%),22 (0.76),←,
34,"King, David",31y 114d,211 (132-1-78 62.80%),127 (0.60),←,
35,"Makepeace, Troy",24y 115d,75 (39-1-35 52.67%),18 (0.24),←,
19,"Motlop, Daniel",21y 105d,13 (3-1-9 26.92%),5 (0.38),←,
20,"Petrie, Drew",20y 257d,32 (15-1-16 48.44%),26 (0.81),←,
3,"Rawlings, Brady",22y 19d,61 (37-0-24 60.66%),22 (0.36),←,
30,"Robbins, Ben",26y 184d,85 (42-3-40 51.18%),17 (0.20),33 (17-1-15 53.03%),3 (0.09)
26,"Rocca, Saverio",29y 221d,206 (94-3-109 46.36%),623 (3.02),50 (24-1-25 49.00%),109 (2.18)
9,"Sinclair, Jess",24y 307d,96 (35-1-60 36.98%),49 (0.51),46 (22-1-23 48.91%),23 (0.50)
10,"Stevens, Anthony",31y 362d,265 (161-1-103 60.94%),118 (0.45),←,
12,"Stevens, Michael",22y 234d,18 (8-0-10 44.44%),3 (0.17),1 (0-0-1 0.00%),
36,"Watt, Shannon",22y 215d,39 (20-1-18 52.56%),4 (0.10),←,
8,"Wells, Daniel",18y 146d,9 (6-1-2 72.22%),3 (0.33),←,
Totals,Totals,24y 212d,1962 (1053-20-889 53.67%),1637 (0.83),,
C,"Laidley, Dani",36y 94d,13 (7-1-5 57.69%),,←,
