West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",6,1,4,10,,,,4.0,,,,,2.0,2.0,,,,,,,,,
20,"Bond, Shane",2,,2,4,1,,,,,,,,,3.0,,,,,,,,,
14,"Brennan, Michael",10,4,2,12,,,,2.0,,,,,1.0,3.0,,,,,,,,,
18,"Evans, Tony",10,4,8,18,,1.0,,2.0,,,,,,1.0,,,,,,,,,
23,"Harding, Paul",5,2,2,7,,,9.0,,,,,,3.0,2.0,,,,,,,,,
36,"Hart, David",24,4,7,31,1,1.0,,,,,,,2.0,,1.0,,,,,,,,
1,"Heady, Brett",5,6,8,13,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
27,"Jakovich, Glen",15,5,8,23,,,,1.0,,,,,4.0,,,,,,,,,,
2,"Kemp, Dean",15,5,16,31,,,,3.0,,,,,2.0,1.0,,,,,,,,,
28,"Lewis, Chris",17,4,5,22,1,3.0,,3.0,,,,,1.0,5.0,,,,,,,,,
30,"Matera, Peter",19,3,6,25,1,1.0,,2.0,,,,,,2.0,,,,,,,,,
11,"McIntosh, Ashley",4,,1,5,,,2.0,,,,,,2.0,,,,,,,,,,
17,"McKenna, Guy",8,,13,21,,,,3.0,,,,,2.0,1.0,,,,,,,,,
10,"Pyke, Don",15,3,4,19,,,,2.0,,,,,1.0,2.0,,,,,,,,,
29,"Spinks, Brett",6,4,5,11,,1.0,1.0,,,,,,,2.0,,,,,,,,,
4,"Sumich, Peter",12,7,1,13,5,4.0,,,,,,,,2.0,,,,,,,,,
7,"Turley, Craig",9,5,9,18,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
50,"Turnbull, Ryan",6,,,6,,,4.0,,,,,,1.0,2.0,,,,,,,,,
39,"Waterman, Chris",,,,,,,,,,,,,,,,,,,,,,,
9,"Wilson, Peter",11,5,7,18,,,,4.0,,,,,1.0,2.0,,,,,,,,,
24,"Worsfold, John",5,4,14,19,,,,4.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,66,122,326,11,13.0,16.0,33.0,,,,,24.0,34.0,1.0,,,,,,,,
Opposition,Opposition,195,51,99,294,12,10.0,28.0,27.0,,,,,34.0,24.0,5.0,,,,,,,,
