North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",11,1,3,14,2,,,1.0,,,,,3.0,3.0,2.0,,,,,,,,
11,"Archer, Glenn",12,5,1,13,,,,2.0,,,,,,1.0,,,,,,,,,
44,"Brayshaw, Mark",6,2,6,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
14,"Buckley, Ben",11,4,5,16,,,,2.0,,,,,1.0,,,,,,,,,,
18,"Carey, Wayne",19,11,6,25,2,4.0,1.0,1.0,,,,,,2.0,3.0,,,,,,,,
27,"Crocker, Darren",15,9,12,27,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,
28,"Dwyer, Anthony",12,3,4,16,4,,,1.0,,,,,4.0,3.0,,,,,,,,,
29,"German, Peter",19,5,7,26,,1.0,,5.0,,,,,,2.0,,,,,,,,,
26,"Ishchenko, Alex",5,4,8,13,,,14.0,2.0,,,,,4.0,4.0,,,,,,,,,
35,"Longmire, John",10,5,2,12,3,5.0,,1.0,,,,,2.0,4.0,,,,,,,,,
20,"Mann, Peter",2,2,6,8,,1.0,1.0,2.0,,,,,2.0,2.0,,,,,,,,,
4,"Martyn, Mick",3,2,3,6,,,,1.0,,,,,2.0,,,,,,,,,,
38,"McCarthy, Adam",5,2,6,11,,,,,,,,,,2.0,,,,,,,,,
16,"McCarthy, John",13,4,8,21,2,1.0,,2.0,,,,,2.0,5.0,,,,,,,,,
2,"Schwass, Wayne",11,4,4,15,1,1.0,,4.0,,,,,1.0,3.0,,,,,,,,,
24,"Sholl, Craig",14,3,5,19,,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
15,"Smith, Ross",9,4,2,11,,,1.0,1.0,,,,,,,,,,,,,,,
17,"Staritski, Justin",14,2,8,22,,,,1.0,,,,,2.0,1.0,,,,,,,,,
7,"Steele, Darren",5,1,9,14,,,,,,,,,1.0,2.0,,,,,,,,,
10,"Stevens, Anthony",9,2,4,13,1,1.0,,4.0,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,75,109,314,15,21.0,18.0,35.0,,,,,27.0,40.0,6.0,,,,,,,,
Opposition,Opposition,196,64,95,291,11,14.0,18.0,28.0,,,,,40.0,27.0,,,,,,,,,
