Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",12,5,1,13,,,,5.0,2.0,2.0,1.0,,1.0,,,1.0,8.0,,,1.0,,,73.0
37,"Chandler, Kade",11,2,2,13,2,,,4.0,,3.0,2.0,,,,,7.0,6.0,,,2.0,,1.0,82.0
31,"Fritsch, Bayley",7,8,4,11,3,2.0,,3.0,,,,3.0,,2.0,,4.0,8.0,3.0,7.0,2.0,,1.0,85.0
11,"Gawn, Max",10,8,7,17,,,45.0,2.0,2.0,4.0,7.0,5.0,2.0,,,13.0,5.0,4.0,,3.0,,,89.0
22,"Howes, Blake",7,5,9,16,,,,3.0,2.0,1.0,,2.0,,1.0,,3.0,13.0,,,5.0,,,86.0
15,"Langdon, Ed",6,6,8,14,,,,4.0,1.0,2.0,1.0,,,,,2.0,12.0,,,2.0,,2.0,86.0
19,"Langford, Harvey",7,1,3,10,1,,,1.0,1.0,3.0,1.0,1.0,1.0,,,3.0,7.0,,,2.0,,,76.0
20,"Lindsay, Xavier",5,1,4,9,2,1.0,,1.0,,,3.0,1.0,2.0,1.0,,4.0,6.0,,1.0,2.0,,,73.0
25,"McDonald, Tom",9,8,3,12,,,,,1.0,1.0,,1.0,,1.0,,3.0,9.0,,,2.0,,1.0,100.0
4,"McVee, Judd",9,7,3,12,,,,,2.0,,1.0,3.0,,,,4.0,9.0,1.0,,2.0,,,87.0
18,"Melksham, Jake",7,4,1,8,2,1.0,,3.0,,3.0,,1.0,2.0,,,7.0,2.0,3.0,3.0,1.0,,,77.0
13,"Oliver, Clayton",13,3,10,23,,1.0,,9.0,3.0,2.0,3.0,5.0,2.0,3.0,,14.0,11.0,,1.0,1.0,,,76.0
5,"Petracca, Christian",14,4,7,21,1,1.0,,2.0,,10.0,5.0,3.0,1.0,,1.0,12.0,9.0,1.0,,,1.0,2.0,82.0
35,"Petty, Harry",3,4,2,5,,,3.0,2.0,,2.0,,,1.0,,,2.0,4.0,,,3.0,,1.0,80.0
36,"Pickett, Kysaiah",11,1,8,19,1,1.0,,7.0,2.0,3.0,4.0,4.0,,2.0,,9.0,12.0,1.0,1.0,3.0,,,81.0
24,"Rivers, Trent",17,8,8,25,,1.0,,3.0,3.0,4.0,,1.0,3.0,,,4.0,20.0,,1.0,1.0,2.0,,80.0
3,"Salem, Christian",18,7,4,22,,,,1.0,5.0,,1.0,1.0,,,,1.0,18.0,,,,,,82.0
9 ↑,"Spargo, Charlie",2,1,,2,,,,3.0,,1.0,,,1.0,,,1.0,1.0,,,,,,17.0
32,"Sparrow, Tom",7,4,8,15,,,,2.0,1.0,3.0,,1.0,,,,4.0,11.0,,,1.0,,1.0,78.0
10,"Turner, Daniel",7,7,2,9,,,,1.0,1.0,1.0,,2.0,,2.0,,1.0,8.0,,,5.0,,,97.0
2,"van Rooyen, Jacob",5,3,5,10,,1.0,10.0,2.0,,,1.0,4.0,,2.0,,6.0,5.0,,1.0,2.0,,,69.0
7,"Viney, Jack",12,1,11,23,1,1.0,,16.0,1.0,4.0,8.0,5.0,5.0,1.0,3.0,15.0,7.0,,,,1.0,,83.0
6 ↓,"Windsor, Caleb",6,,3,9,,,,2.0,1.0,3.0,2.0,,,,,4.0,5.0,,,,,1.0,61.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,98,113,318,13,12.0,58.0,76.0,28.0,52.0,40.0,43.0,21.0,15.0,4.0,124.0,196.0,13.0,15.0,40.0,4.0,10.0,
Opposition,Opposition,204,96,151,355,15,6.0,32.0,60.0,38.0,43.0,41.0,55.0,16.0,21.0,2.0,124.0,228.0,6.0,14.0,39.0,7.0,14.0,
