North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",8,4.0,3,11,1.0,,,5.0,,3.0,1.0,1.0,1.0,1.0,,5,5,,1.0,2.0,,,78.0
28,"Bastinac, Ryan",9,1.0,12,21,,,,2.0,2.0,4.0,7.0,4.0,,1.0,,9,11,,,1.0,,,70.0
33,"Campbell, Matt",8,3.0,3,11,,1.0,,1.0,1.0,4.0,,,,,,4,7,,,1.0,2.0,,71.0
10,"Cunnington, Ben",9,3.0,3,12,1.0,,,6.0,4.0,1.0,1.0,1.0,,,,3,8,1.0,1.0,4.0,,2.0,72.0
27,"Edwards, Aaron",8,6.0,3,11,1.0,,,,,2.0,,5.0,2.0,1.0,,6,5,1.0,2.0,2.0,,1.0,88.0
11,"Firrito, Michael",7,5.0,8,15,,,,2.0,5.0,2.0,,3.0,,2.0,,6,9,,,3.0,1.0,,97.0
22,"Goldstein, Todd",5,1.0,8,13,,,36.0,5.0,,1.0,5.0,1.0,2.0,1.0,,7,6,1.0,,2.0,,1.0,99.0
24,"Greenwood, Levi",5,1.0,9,14,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,6,8,,,,,,69.0
6,"Hansen, Lachlan",8,3.0,7,15,,1.0,,4.0,1.0,1.0,1.0,,,,,7,5,2.0,1.0,5.0,,,100.0
23,"Harper, Kieran",7,2.0,3,10,,,,6.0,,3.0,,3.0,,1.0,,3,6,,,1.0,,,66.0
29,"Harvey, Brent",13,4.0,6,19,1.0,,,2.0,2.0,2.0,1.0,3.0,,3.0,,5,16,,1.0,1.0,3.0,,80.0
42,"McMahon, Scott",11,5.0,5,16,,,,4.0,6.0,1.0,1.0,1.0,1.0,1.0,,8,8,1.0,,6.0,,1.0,98.0
39,"Pedersen, Cameron",10,7.0,1,11,2.0,1.0,,1.0,2.0,4.0,,2.0,,1.0,,5,6,2.0,2.0,3.0,,,97.0
20,"Petrie, Drew",11,5.0,2,13,2.0,3.0,4.0,2.0,,1.0,1.0,1.0,3.0,1.0,,9,5,3.0,4.0,1.0,,,100.0
3,"Rawlings, Brady",4,2.0,9,13,,,,2.0,1.0,,,2.0,,1.0,,4,8,,,1.0,,,100.0
21,"Richardson, Cameron",7,3.0,4,11,,1.0,,3.0,,1.0,,2.0,1.0,1.0,,4,7,,,3.0,,1.0,84.0
9,"Swallow, Andrew",22,3.0,11,33,1.0,,,9.0,5.0,5.0,9.0,9.0,3.0,6.0,2.0,15,18,,1.0,,1.0,,83.0
25 ↓,"Tarrant, Robbie",6,3.0,3,9,,,,2.0,2.0,1.0,,5.0,2.0,1.0,,3,6,,,3.0,,,71.0
16,"Thompson, Scott",7,4.0,12,19,,,,7.0,6.0,,1.0,4.0,1.0,,,9,8,1.0,,5.0,,,100.0
14 ↑,"Urquhart, Gavin",1,,2,3,,,,,,,2.0,,,,,2,2,,,1.0,,,20.0
8,"Wells, Daniel",6,1.0,7,13,,,,5.0,,1.0,2.0,4.0,1.0,2.0,,7,7,,1.0,3.0,,1.0,83.0
7,"Ziebell, Jack",11,,11,22,,,,10.0,2.0,3.0,4.0,6.0,1.0,2.0,,14,8,,,4.0,,,73.0
Totals,Totals,183,66.0,132,315,9.0,8.0,40.0,80.0,40.0,41.0,37.0,59.0,19.0,26.0,2.0,141,169,12.0,14.0,52.0,7.0,7.0,
Opposition,Opposition,225,105.0,130,355,11.0,14.0,36.0,60.0,31.0,55.0,25.0,44.0,26.0,19.0,4.0,136,213,11.0,15.0,59.0,30.0,8.0,
