Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Clarke, David",18,7,7,25,,3.0,,1.0,1.0,4.0,3.0,5.0,2.0,,,7.0,18.0,,,1.0,4.0,,
7,"Graham, Ben",12,9,5,17,,3.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,,8.0,9.0,3.0,2.0,,,,
37,"Harley, Tom",6,5,3,9,,,,2.0,4.0,,,1.0,1.0,2.0,,4.0,6.0,1.0,,,,,
32,"Hocking, Garry",9,4,10,19,,,,1.0,1.0,1.0,9.0,2.0,1.0,1.0,,13.0,5.0,,2.0,,1.0,,
3,"Houlihan, Adam",5,3,3,8,1,,,1.0,,2.0,,1.0,1.0,1.0,,3.0,6.0,,,1.0,,,
13,"Kilpatrick, Glenn",6,3,10,16,1,,,1.0,1.0,,2.0,1.0,1.0,,,10.0,7.0,,1.0,3.0,,,
1,"King, Steven",6,3,4,10,,2.0,12.0,,1.0,3.0,1.0,1.0,2.0,3.0,,4.0,7.0,,1.0,2.0,,,
45,"Ling, Cameron",11,6,2,13,1,,1.0,,,5.0,,2.0,,,,3.0,10.0,,,,,,
18,"Lynch, Paul",1,,2,3,,,,,,1.0,,,,1.0,,3.0,,,,,,,
17,"McGrath, Tim",11,3,7,18,,,,1.0,4.0,,,2.0,1.0,,,5.0,13.0,,,2.0,,,
31,"Mensch, David",11,7,7,18,3,3.0,,,,2.0,1.0,1.0,,,,6.0,10.0,1.0,3.0,,,,
39,"Milburn, Darren",12,10,12,24,1,,1.0,3.0,,2.0,4.0,2.0,,2.0,,9.0,16.0,2.0,1.0,4.0,,,
16,"Mooney, Jason",2,1,,2,,,,2.0,,,,,,,,,1.0,,,1.0,,,
34,"Rahilly, James",3,,3,6,,,,,,1.0,,3.0,,2.0,,1.0,5.0,,,,,,
27,"Sanderson, Brenton",21,8,9,30,,,,1.0,8.0,1.0,1.0,2.0,1.0,2.0,,10.0,18.0,2.0,,5.0,1.0,,
30,"Scarlett, Matthew",10,9,5,15,,,,2.0,3.0,1.0,,2.0,,1.0,,9.0,6.0,4.0,,1.0,,,
12,"Sholl, Brad",14,2,9,23,,,,,7.0,,2.0,1.0,,1.0,,6.0,17.0,,,,,,
4,"Snell, Jason",13,7,5,18,,1.0,,2.0,1.0,5.0,1.0,3.0,2.0,,,8.0,13.0,,,1.0,3.0,,
6,"Spriggs, David",9,3,6,15,,1.0,,,,3.0,1.0,5.0,1.0,,,5.0,10.0,,1.0,3.0,1.0,,
20,"Steinfort, Carl",6,2,9,15,,,,1.0,,3.0,6.0,1.0,,,,5.0,9.0,,,,,,
26,"Stoneham, Barry",3,2,3,6,,1.0,1.0,,,,,,,1.0,,5.0,3.0,,,,,,
40,"Wojcinski, David",10,4,7,17,,,,2.0,,3.0,4.0,3.0,,1.0,,8.0,9.0,2.0,,1.0,4.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,98,128,327,7,17.0,19.0,22.0,33.0,42.0,37.0,40.0,14.0,19.0,,132.0,198.0,15.0,11.0,25.0,14.0,,
Opposition,Opposition,194,70,126,320,20,8.0,40.0,46.0,20.0,55.0,35.0,25.0,19.0,14.0,6.0,150.0,174.0,12.0,20.0,22.0,20.0,,
