Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Brereton, Dermott",9,5,1,10,5,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,
26,"Brown, Gavin",13,6,10,23,1,,,1.0,,,,,1.0,,,,,,,,,,
5,"Buckley, Nathan",17,1,6,23,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Burns, Scott",8,4,7,15,,,,3.0,,,,,1.0,2.0,,,,,,,,,
28,"Crosisca, Gavin",14,4,4,18,,,,3.0,,,,,2.0,,,,,,,,,,
2,"Francis, Tony",11,6,7,18,,,,,,,,,1.0,1.0,,,,,,,,,
8,"James, Brett",7,2,1,8,,,,,,,,,1.0,,,,,,,,,,
23,"Kelly, Craig",7,4,2,9,,,,1.0,,,,,2.0,1.0,,,,,,,,,
33,"Liddell, Chad",,,,,,,,1.0,,,,,,,,,,,,,,,
34,"McGuane, Mick",3,2,6,9,,1.0,,1.0,,,,,,1.0,,,,,,,,,
1,"Monkhorst, Damian",6,6,13,19,,,15.0,1.0,,,,,3.0,1.0,,,,,,,,,
6,"Patterson, Stephen",2,1,4,6,1,,,,,,,,,2.0,,,,,,,,,
4,"Pert, Gary",9,1,3,12,,,,1.0,,,,,1.0,,,,,,,,,,
13,"Richardson, Alan",8,1,2,10,,,,1.0,,,,,3.0,1.0,,,,,,,,,
36,"Rocca, Saverio",10,5,,10,4,2.0,,1.0,,,,,,1.0,,,,,,,,,
29,"Russell, Scott",11,3,3,14,2,1.0,,4.0,,,,,1.0,1.0,3.0,,,,,,,,
39,"Schauble, Andrew",8,2,2,10,1,1.0,2.0,,,,,,,,,,,,,,,,
14,"Watson, Shane",12,6,7,19,,,,,,,,,1.0,2.0,,,,,,,,,
27,"Wild, Jason",3,,3,6,,,,2.0,,,,,2.0,,,,,,,,,,
10,"Williams, Paul",8,2,6,14,1,,,4.0,,,,,2.0,2.0,,,,,,,,,
19,"Wright, Graham",13,3,2,15,,,,3.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,64,89,268,15,9.0,17.0,27.0,,,,,23.0,19.0,5.0,,,,,,,,
Opposition,Opposition,171,76,93,264,14,11.0,15.0,33.0,,,,,19.0,23.0,1.0,,,,,,,,
