Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",10,3,9,19,,,,1.0,,,,,1.0,,,,,,,,,,
30,"Fielke, Grantley",14,,5,19,,2.0,,2.0,,,,,2.0,3.0,,,,,,,,,
34,"Hart, Ben",11,5,7,18,,,,,,,,,,1.0,,,,,,,,,
3,"Hart, Darel",2,,1,3,,,,1.0,,,,,,1.0,,,,,,,,,
17,"Hodges, Scott",4,2,3,7,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
29,"Ingerson, Anthony",6,4,1,7,1,,3.0,,,,,,,1.0,,,,,,,,,
35,"Jameson, Rod",4,2,3,7,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Jarman, Andrew",13,4,6,19,,,,3.0,,,,,2.0,4.0,,,,,,,,,
20,"Klug, John",7,,2,9,1,1.0,2.0,,,,,,,3.0,,,,,,,,,
13,"Lee, Scott",16,2,,16,,,,1.0,,,,,4.0,4.0,,,,,,,,,
27,"Liptak, Matthew",10,2,15,25,2,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
18,"Maynard, Rodney",8,2,6,14,,,,2.0,,,,,3.0,2.0,,,,,,,,,
10,"McDermott, Chris",21,1,17,38,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
11,"McGuinness, Tony",12,1,5,17,2,1.0,,4.0,,,,,2.0,3.0,,,,,,,,,
52,"Rehn, Shaun",4,5,5,9,,,10.0,1.0,,,,,,2.0,,,,,,,,,
39,"Ross, Jonathan",2,2,1,3,,,1.0,,,,,,,1.0,,,,,,,,,
36,"Sanderson, Brenton",8,5,10,18,2,1.0,,,,,,,3.0,2.0,,,,,,,,,
40,"Schwerdt, Stephen",7,3,5,12,,2.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
7,"Smart, Nigel",6,1,1,7,,,,2.0,,,,,2.0,,,,,,,,,,
33,"Weidemann, Wayne",7,4,4,11,,,,3.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,48,106,278,9,11.0,17.0,30.0,,,,,25.0,34.0,,,,,,,,,
Opposition,Opposition,210,95,159,369,21,13.0,31.0,32.0,,,,,34.0,26.0,6.0,,,,,,,,
