North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",7,3,7,14,1,2.0,,,,,,,,2.0,,,,,,,,,
14,"Buckley, Ben",5,1,6,11,,,,4.0,,,,,2.0,3.0,,,,,,,,,
18,"Carey, Wayne",13,7,10,23,4,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,
27,"Crocker, Darren",15,7,9,24,1,1.0,,,,,,,,1.0,,,,,,,,,
5,"Dennis, Richard",16,5,3,19,,,,1.0,,,,,4.0,1.0,,,,,,,,,
28,"Dwyer, Anthony",8,2,3,11,1,,,3.0,,,,,2.0,,,,,,,,,,
6,"Fairley, Ian",14,2,1,15,,,,1.0,,,,,1.0,,,,,,,,,,
29,"German, Peter",19,2,4,23,3,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
26,"Ishchenko, Alex",8,4,9,17,,,19.0,,,,,,1.0,2.0,,,,,,,,,
35,"Longmire, John",5,3,5,10,3,,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Martyn, Mick",7,3,7,14,,,,3.0,,,,,2.0,,,,,,,,,,
38,"McCarthy, Adam",3,1,3,6,,,,3.0,,,,,1.0,3.0,,,,,,,,,
25,"McDonald, Donald",7,4,4,11,2,,6.0,1.0,,,,,2.0,1.0,,,,,,,,,
19,"McRae, Dean",17,4,4,21,1,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
8,"Pickering, Liam",9,2,3,12,,1.0,,,,,,,2.0,1.0,,,,,,,,,
24,"Sholl, Craig",13,4,11,24,,,,1.0,,,,,2.0,,2.0,,,,,,,,
15,"Smith, Ross",12,1,3,15,1,,,1.0,,,,,,2.0,,,,,,,,,
1,"Spargo, Paul",21,,5,26,1,,,1.0,,,,,2.0,3.0,,,,,,,,,
7,"Steele, Darren",18,3,7,25,,,,1.0,,,,,,,3.0,,,,,,,,
10,"Stevens, Anthony",5,,5,10,,1.0,,5.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,58,109,331,18,11.0,26.0,31.0,,,,,27.0,28.0,5.0,,,,,,,,
Opposition,Opposition,219,67,131,350,17,16.0,8.0,24.0,,,,,28.0,27.0,1.0,,,,,,,,
