Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Baldwin, Jason",16,1.0,8.0,24,1.0,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
18,"Blakey, John",12,2.0,,12,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
42,"Board, Terry",8,,2.0,10,,1.0,,,,,,,1.0,,,,,,,,,,
40,"Bunn, Mark",4,1.0,3.0,7,,,,1.0,,,,,2.0,1.0,,,,,,,,,
50,"Caven, Peter",7,3.0,6.0,13,,,,,,,,,,1.0,,,,,,,,,
2,"Dundas, Matthew",15,5.0,3.0,18,1.0,,,,,,,,1.0,1.0,,,,,,,,,
54,"Elliott, Jamie",5,1.0,7.0,12,,,,2.0,,,,,1.0,,,,,,,,,,
49,"Harding, Dean",4,,2.0,6,,,,1.0,,,,,,,,,,,,,,,
6,"Ironmonger, John",4,1.0,4.0,8,,,14.0,,,,,,3.0,2.0,,,,,,,,,
11,"Lynch, Alastair",14,8.0,3.0,17,,2.0,3.0,2.0,,,,,3.0,1.0,,,,,,,,,
29,"Lyon, Ross",8,3.0,12.0,20,2.0,,,1.0,,,,,2.0,3.0,,,,,,,,,
26,"McGrath, Justin",10,4.0,,10,,,,3.0,,,,,,2.0,,,,,,,,,
44,"Osborne, Richard",15,3.0,6.0,21,1.0,4.0,,,,,,,3.0,2.0,,,,,,,,,
28,"Paxman, Stephen",5,2.0,3.0,8,,,,1.0,,,,,3.0,,,,,,,,,,
1,"Roos, Paul",8,3.0,6.0,14,,,,2.0,,,,,,1.0,,,,,,,,,
20,"Rowe, Duane",16,5.0,9.0,25,1.0,,,1.0,,,,,2.0,2.0,,,,,,,,,
33,"Stephens, Brett",6,6.0,11.0,17,,,,,,,,,1.0,2.0,,,,,,,,,
13,"Stevenson, Shayne",11,2.0,6.0,17,1.0,,,,,,,,1.0,,,,,,,,,,
12,"Wheildon, Darren",6,2.0,2.0,8,3.0,,,2.0,,,,,2.0,3.0,,,,,,,,,
8,"Wynd, Jim",11,2.0,12.0,23,,1.0,,1.0,,,,,,4.0,,,,,,,,,
Totals,Totals,185,54.0,105.0,290,10.0,10.0,17.0,21.0,,,,,29.0,28.0,,,,,,,,,
Opposition,Opposition,216,85.0,157.0,373,21.0,21.0,17.0,14.0,,,,,28.0,29.0,6.0,,,,,,,,
