Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",12,3,3,15,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
37,"Bassett, Adrian",7,3,5,12,1,,,,,,,,,1.0,,,,,,,,,
8,"Blackwell, Wayne",13,9,12,25,,,,1.0,,,,,2.0,2.0,,,,,,,,,
21,"Bradley, Craig",18,4,13,31,2,,,,,,,,,3.0,,,,,,,,,
16,"Buckley, Jim",9,4,4,13,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Da Rui, Steven",13,4,3,16,,,,1.0,,,,,,1.0,,,,,,,,,
35,"Dean, Peter",7,4,8,15,,,,,,,,,1.0,,,,,,,,,,
2,"Fotia, Dominic",6,1,2,8,,,,4.0,,,,,,3.0,,,,,,,,,
12,"Gleeson, Adrian",23,7,3,26,3,,,2.0,,,,,2.0,3.0,,,,,,,,,
13,"Hanna, Mil",17,4,3,20,1,1.0,,1.0,,,,,,4.0,,,,,,,,,
11,"Hawker, Glenn",6,4,2,8,,,,4.0,,,,,,3.0,,,,,,,,,
25,"Herman, Ian",13,5,10,23,2,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
7,"Johnston, Wayne",7,4,2,9,1,,,2.0,,,,,,,,,,,,,,,
28,"Kernahan, David",7,1,1,8,,,,,,,,,1.0,,1.0,,,,,,,,
4,"Kernahan, Stephen",13,11,1,14,6,3.0,,1.0,,,,,,1.0,2.0,,,,,,,,
44,"Madden, Justin",14,8,10,24,2,,29.0,,,,,,6.0,2.0,3.0,,,,,,,,
45,"McKenzie, Warren",5,,3,8,,,,,,,,,,,,,,,,,,,
18,"Sartori, Peter",4,3,7,11,1,,6.0,,,,,,,,,,,,,,,,
1,"Silvagni, Stephen",10,7,9,19,1,,2.0,1.0,,,,,3.0,1.0,,,,,,,,,
15,"Verbeek, Simon",17,7,4,21,3,2.0,,,,,,,4.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,93,105,326,25,12.0,37.0,21.0,,,,,22.0,29.0,6.0,,,,,,,,
Opposition,Opposition,179,41,91,270,13,12.0,9.0,27.0,,,,,29.0,22.0,,,,,,,,,
