Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",12,4.0,4,16,1.0,1.0,,3.0,,1.0,2.0,4.0,1.0,1.0,,6,9,1.0,1.0,,,,83.0
10,"Ballard, Charlie",11,4.0,4,15,,,,3.0,6.0,,,1.0,2.0,,,7,6,1.0,,5.0,,,91.0
3,"Bowes, Jack",13,1.0,11,24,1.0,,,2.0,3.0,2.0,6.0,3.0,2.0,,,16,7,,,,,,77.0
25,"Collins, Sam",4,1.0,5,9,,,,,3.0,,,2.0,2.0,1.0,,6,3,1.0,,3.0,,,95.0
19,"Corbett, Josh",8,6.0,5,13,,2.0,,4.0,,1.0,2.0,,1.0,,,5,7,3.0,1.0,,,,72.0
8,"Fiorini, Brayden",29,4.0,9,38,1.0,1.0,,5.0,2.0,9.0,5.0,6.0,,,1.0,13,21,,,,,1.0,77.0
5,"Harbrow, Jarrod",13,8.0,9,22,,1.0,,2.0,5.0,2.0,,4.0,1.0,2.0,,9,11,1.0,,2.0,,,85.0
39,"Holman, Nick",6,2.0,7,13,,,,4.0,3.0,1.0,2.0,3.0,1.0,2.0,,6,5,,,,,,83.0
20,"Hombsch, Jack",8,7.0,6,14,,,,1.0,3.0,,,3.0,1.0,2.0,,7,8,,,9.0,,,92.0
38,"Joyce, Jesse",7,2.0,5,12,,,,,3.0,1.0,,3.0,,2.0,,6,6,,,2.0,,,76.0
34,"King, Ben",1,,4,5,,,,,,,,1.0,,,,3,2,,,1.0,,,75.0
41,"Lukosius, Jack",6,2.0,6,12,,,,,1.0,2.0,2.0,,,,,4,7,,,,,1.0,80.0
44,"Macpherson, Darcy",13,3.0,7,20,,,,12.0,1.0,2.0,3.0,6.0,2.0,4.0,,8,12,,,3.0,,1.0,87.0
4,"Martin, Jack",11,3.0,4,15,1.0,,,6.0,2.0,2.0,3.0,3.0,2.0,1.0,,9,7,,,1.0,,,70.0
2,"Miles, Anthony",15,4.0,6,21,,1.0,,,2.0,3.0,3.0,3.0,3.0,1.0,,11,10,1.0,1.0,1.0,,,74.0
31,"Murdoch, Jordan",7,1.0,4,11,,,,,6.0,,,1.0,1.0,1.0,,7,3,,,2.0,,1.0,81.0
27,"Powell, Wil",8,4.0,6,14,,1.0,,4.0,3.0,1.0,,1.0,,1.0,,7,7,,,4.0,,,90.0
6,"Sexton, Alex",10,2.0,3,13,2.0,1.0,,3.0,,6.0,1.0,4.0,1.0,1.0,,4,8,,1.0,,1.0,,88.0
24,"Swallow, David",11,3.0,7,18,,1.0,,6.0,2.0,3.0,5.0,6.0,1.0,3.0,,11,5,,,,,,75.0
14,"Weller, Lachie",15,4.0,9,24,,,,1.0,7.0,,2.0,2.0,,1.0,,5,13,,,1.0,,,83.0
28,"Witts, Jarrod",11,4.0,3,14,,,34.0,2.0,,,5.0,2.0,3.0,,,8,6,,,1.0,,,79.0
30,"Wright, Peter",7,4.0,3,10,1.0,,6.0,3.0,1.0,1.0,1.0,3.0,1.0,,,4,6,1.0,,5.0,,,88.0
Totals,Totals,226,73.0,127,353,7.0,9.0,40.0,61.0,53.0,37.0,42.0,61.0,25.0,23.0,1.0,162,169,9.0,4.0,40.0,1.0,4.0,
Opposition,Opposition,241,79.0,149,390,13.0,11.0,51.0,63.0,29.0,68.0,40.0,56.0,23.0,25.0,5.0,179,214,11.0,14.0,83.0,1.0,8.0,
