Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 182d,311 (183-0-128 58.84%),143 (0.46),←,
27,"Edwards, Aaron",23y 204d,22 (15-0-7 68.18%),25 (1.14),18 (11-0-7 61.11%),23 (1.28)
24,"Firrito, Michael",23y 299d,82 (43-0-39 52.44%),13 (0.16),←,
38,"Gibson, Josh",23y 193d,23 (11-0-12 47.83%),,←,
6,"Grant, Shannon",30y 156d,280 (157-2-121 56.43%),332 (1.19),222 (125-1-96 56.53%),294 (1.32)
15,"Green, Kasey",28y 12d,93 (39-1-53 42.47%),23 (0.25),39 (18-0-21 46.15%),15 (0.38)
31,"Hale, David",23y 123d,79 (35-0-44 44.30%),43 (0.54),←,
4,"Harris, Daniel",25y 135d,116 (58-1-57 50.43%),34 (0.29),←,
29,"Harvey, Brent",29y 131d,241 (135-1-105 56.22%),282 (1.17),←,
25,"Lower, Ed",20y 91d,13 (8-0-5 61.54%),5 (0.38),←,
1,"McIntosh, Hamish",23y 18d,43 (20-0-23 46.51%),20 (0.47),←,
42,"McMahon, Scott",21y 112d,16 (10-0-6 62.50%),13 (0.81),←,
20,"Petrie, Drew",24y 342d,131 (64-1-66 49.24%),111 (0.85),←,
30,"Pratt, Daniel",24y 185d,63 (33-0-30 52.38%),4 (0.06),60 (32-0-28 53.33%),3 (0.05)
3,"Rawlings, Brady",26y 104d,158 (82-0-76 51.90%),54 (0.34),←,
32,"Sansbury, Eddie",23y 300d,39 (14-0-25 35.90%),21 (0.54),←,
7,"Simpson, Adam",31y 218d,267 (156-1-110 58.61%),74 (0.28),←,
9,"Sinclair, Jess",29y 27d,186 (76-1-109 41.13%),69 (0.37),136 (63-1-72 46.69%),43 (0.32)
10,"Smith, Jesse",20y 358d,25 (15-0-10 60.00%),2 (0.08),←,
19,"Swallow, Andrew",20y 112d,37 (18-0-19 48.65%),12 (0.32),←,
36,"Watt, Shannon",26y 300d,131 (67-1-63 51.53%),9 (0.07),←,
8,"Wells, Daniel",22y 231d,102 (50-1-51 49.51%),60 (0.59),←,
Totals,Totals,25y 124d,2458 (1289-10-1159 52.44%),1349 (0.55),,
C,"Laidley, Dani",40y 179d,114 (56-1-57 49.56%),,←,
