Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",13,5,24,37,2,2.0,,4.0,2.0,5.0,4.0,3.0,,1.0,1.0,11.0,25.0,,1.0,2.0,3.0,1.0,92.0
3,"Bartel, Jimmy",10,6,19,29,2,,1.0,4.0,2.0,4.0,,2.0,2.0,1.0,3.0,12.0,16.0,,2.0,3.0,,2.0,91.0
24,"Blake, Mark",,2,5,5,,,25.0,1.0,,,,2.0,,1.0,,1.0,4.0,,,1.0,,,53.0
17,"Byrnes, Shannon",13,10,13,26,3,4.0,,6.0,,3.0,,2.0,,,,8.0,18.0,1.0,4.0,,3.0,1.0,78.0
35,"Chapman, Paul",16,6,11,27,,,,5.0,,7.0,6.0,3.0,,1.0,,9.0,19.0,,1.0,1.0,,3.0,84.0
11,"Corey, Joel",14,2,13,27,,,,3.0,2.0,5.0,2.0,5.0,,2.0,,7.0,19.0,,,2.0,,1.0,72.0
22,"Duncan, Mitch",6,2,4,10,,,,6.0,,1.0,,3.0,1.0,2.0,,2.0,9.0,,,,1.0,,71.0
44,"Enright, Corey",11,6,16,27,,,,3.0,3.0,,,3.0,1.0,2.0,,9.0,18.0,1.0,,2.0,,,80.0
26,"Hawkins, Tom",8,7,6,14,2,1.0,1.0,3.0,,2.0,,3.0,,2.0,,6.0,8.0,2.0,3.0,1.0,,1.0,87.0
8,"Hunt, Josh",7,3,8,15,,,,,3.0,,1.0,1.0,,,,5.0,11.0,,,2.0,,,90.0
20,"Johnson, Steve",15,4,10,25,2,1.0,,1.0,1.0,6.0,4.0,3.0,2.0,,,10.0,16.0,1.0,2.0,3.0,,2.0,87.0
9,"Kelly, James",11,5,10,21,2,,,7.0,2.0,2.0,1.0,6.0,1.0,1.0,,7.0,13.0,,1.0,,,,88.0
45,"Ling, Cameron",12,1,17,29,1,,,5.0,2.0,2.0,8.0,4.0,,4.0,2.0,10.0,19.0,,,2.0,,,86.0
13,"Lonergan, Tom",8,5,9,17,,,,,3.0,,,1.0,1.0,,,5.0,12.0,1.0,,6.0,,,91.0
4,"Mackie, Andrew",11,5,9,20,,,,4.0,,6.0,,3.0,,1.0,,3.0,17.0,1.0,,4.0,,1.0,88.0
39,"Milburn, Darren",10,4,9,19,,,,2.0,3.0,1.0,1.0,1.0,1.0,,,6.0,14.0,,,6.0,,,69.0
21,"Mooney, Cameron",10,6,2,12,3,1.0,,,,3.0,,1.0,,1.0,,2.0,10.0,,2.0,1.0,1.0,,89.0
6,"Ottens, Brad",5,4,6,11,1,,26.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,,5.0,6.0,1.0,1.0,,,,67.0
30,"Scarlett, Matthew",5,3,10,15,,,,2.0,1.0,,,1.0,1.0,1.0,,5.0,8.0,,,1.0,,,96.0
14,"Selwood, Joel",6,4,17,23,1,,1.0,9.0,,3.0,4.0,,,,,9.0,13.0,,,4.0,1.0,,78.0
7,"Taylor, Harry",7,3,5,12,,,,4.0,5.0,,,1.0,1.0,,,4.0,8.0,,,5.0,,,85.0
40,"Wojcinski, David",8,2,7,15,,,,1.0,,3.0,,4.0,1.0,2.0,,5.0,10.0,,,3.0,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,95,230,436,19,11.0,54.0,74.0,30.0,54.0,34.0,55.0,13.0,25.0,6.0,141.0,293.0,8.0,17.0,49.0,9.0,13.0,
Opposition,Opposition,198,73,144,342,13,16.0,31.0,74.0,31.0,48.0,47.0,43.0,25.0,13.0,,153.0,187.0,12.0,11.0,49.0,9.0,4.0,
