Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",22y 209d,26 (12-0-14 46.15%),2 (0.08),←,
24,"Burton, Brett",21y 61d,14 (6-0-8 42.86%),13 (0.93),←,
14,"Connell, Matthew",26y 335d,83 (37-0-46 44.58%),24 (0.29),80 (35-0-45 43.75%),24 (0.30)
17,"Downsborough, Ian",27y 166d,39 (24-1-14 62.82%),13 (0.33),12 (9-0-3 75.00%),6 (0.50)
9,"Edwards, Tyson",22y 332d,75 (39-0-36 52.00%),39 (0.52),←,
13,"Ellen, Shane",26y 184d,60 (28-0-32 46.67%),16 (0.27),49 (23-0-26 46.94%),15 (0.31)
36,"Goodwin, Simon",22y 190d,42 (27-0-15 64.29%),12 (0.29),←,
34,"Hart, Ben",24y 360d,172 (87-1-84 50.87%),33 (0.19),←,
1,"Herbert, Lucas",21y 294d,9 (3-0-6 33.33%),1 (0.11),←,
11,"James, Brett",26y 201d,96 (49-1-46 51.56%),45 (0.47),54 (32-0-22 59.26%),19 (0.35)
35,"Jameson, Rod",29y 4d,145 (76-1-68 52.76%),111 (0.77),←,
3,"Jarman, Darren",32y 157d,188 (110-0-78 58.51%),295 (1.57),79 (45-0-34 56.96%),173 (2.19)
5,"Koster, Kym",26y 153d,110 (64-1-45 58.64%),38 (0.35),72 (44-0-28 61.11%),25 (0.35)
27,"Liptak, Matthew",29y 65d,115 (57-1-57 50.00%),128 (1.11),←,
16,"McGregor, Ken",18y 156d,1 (1-0-0 100.00%),1 (1.00),←,
23,"McLeod, Andrew",22y 334d,93 (49-0-44 52.69%),94 (1.01),←,
21,"Ormond-Allen, Trent",23y 23d,42 (24-0-18 57.14%),3 (0.07),34 (20-0-14 58.82%),2 (0.06)
15,"Pittman, David",30y 131d,129 (64-1-64 50.00%),34 (0.26),←,
32,"Ricciuto, Mark",24y 26d,142 (68-1-73 48.24%),90 (0.63),←,
19,"Stevens, Mark",23y 252d,55 (35-0-20 63.64%),39 (0.71),34 (19-0-15 55.88%),19 (0.56)
29,"Thiessen, James",25y 144d,44 (21-0-23 47.73%),20 (0.45),37 (21-0-16 56.76%),17 (0.46)
30,"Vardy, Peter",23y 159d,53 (29-0-24 54.72%),85 (1.60),←,
Totals,Totals,25y 29d,1733 (910-8-815 52.51%),1136 (0.66),,
C,"Blight, Malcolm",49y 138d,227 (134-0-93 59.03%),,66 (39-0-27 59.09%),
