Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",26y 349d,86 (46-0-40 53.49%),5 (0.06),22 (17-0-5 77.27%),
15,"Amon, Karl",26y 1d,100 (62-0-38 62.00%),47 (0.47),←,
14,"Bergman, Miles",19y 306d,21 (16-0-5 76.19%),7 (0.33),←,
10,"Boak, Travis",33y 19d,304 (158-1-145 52.14%),187 (0.62),←,
26,"Bonner, Riley",24y 166d,63 (42-0-21 66.67%),9 (0.14),←,
3,"Burton, Ryan",24y 201d,93 (57-1-35 61.83%),9 (0.10),46 (32-0-14 69.57%),4 (0.09)
18,"Butters, Zak",20y 346d,46 (30-0-16 65.22%),30 (0.65),←,
33,"Byrne-Jones, Darcy",25y 334d,127 (77-0-50 60.63%),6 (0.05),←,
22,"Dixon, Charlie",30y 331d,175 (89-1-85 51.14%),292 (1.67),110 (70-0-40 63.64%),198 (1.80)
28,"Drew, Willem",22y 323d,32 (22-0-10 68.75%),6 (0.19),←,
7,"Duursma, Xavier",21y 44d,44 (31-0-13 70.45%),21 (0.48),←,
19,"Georgiades, Mitch",19y 326d,28 (21-0-7 75.00%),40 (1.43),←,
9,"Gray, Robbie",33y 143d,253 (132-0-121 52.17%),352 (1.39),←,
5,"Houston, Dan",24y 100d,98 (64-0-34 65.31%),17 (0.17),←,
1,"Jonas, Tom",30y 223d,180 (103-1-76 57.50%),1 (0.01),←,
38,"Ladhams, Peter",23y 218d,30 (21-0-9 70.00%),20 (0.67),←,
29,"Lycett, Scott",28y 328d,126 (84-0-42 66.67%),59 (0.47),51 (36-0-15 70.59%),14 (0.27)
4,"Marshall, Todd",22y 316d,53 (40-0-13 75.47%),55 (1.04),←,
32,"Mayes, Sam",27y 92d,118 (40-0-78 33.90%),32 (0.27),17 (13-0-4 76.47%),6 (0.35)
12,"McKenzie, Trent",29y 139d,137 (54-0-83 39.42%),23 (0.17),31 (25-0-6 80.65%),1 (0.03)
6,"Motlop, Steven",30y 161d,201 (131-2-68 65.67%),217 (1.08),66 (41-0-25 62.12%),42 (0.64)
20,"Rozee, Connor",21y 210d,57 (38-0-19 66.67%),59 (1.04),←,
16,"Wines, Ollie",26y 317d,180 (107-0-73 59.44%),80 (0.44),←,
Totals,Totals,25y 328d,2552 (1465-6-1081 57.41%),1574 (0.62),,
C,"Hinkley, Ken",54y 324d,200 (120-0-80 60.00%),,←,
