Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bourke, David",5.0,2.0,2.0,7,2.0,1.0,,3.0,,2.0,,2.0,1.0,1.0,,4,2.0,1.0,1.0,1.0,,,
11,"Bowden, Joel",13.0,8.0,11.0,24,5.0,1.0,,4.0,2.0,5.0,1.0,,1.0,,1.0,8,17.0,1.0,1.0,2.0,4.0,,
17,"Broderick, Paul",3.0,2.0,7.0,10,,,,3.0,2.0,1.0,1.0,,,,,1,10.0,,,,,,
15,"Cameron, Leon",6.0,1.0,2.0,8,,,,3.0,1.0,,1.0,1.0,1.0,,,2,4.0,,,,,,
9,"Campbell, Wayne",17.0,6.0,11.0,28,1.0,,,4.0,1.0,8.0,11.0,1.0,1.0,3.0,,11,16.0,1.0,1.0,,,,
6,"Chaffey, Mark",19.0,9.0,6.0,25,,1.0,,2.0,,4.0,5.0,2.0,,2.0,2.0,5,20.0,1.0,2.0,1.0,,,
24,"Coughlan, Mark",,,2.0,2,,,,1.0,,,,,,,,2,,,,,,,
2,"Gaspar, Darren",12.0,6.0,5.0,17,,,,1.0,4.0,2.0,,,1.0,,3.0,7,8.0,2.0,,2.0,1.0,,
20,"Hall, Ray",3.0,3.0,2.0,5,1.0,,3.0,2.0,,2.0,,,1.0,,,4,2.0,2.0,1.0,2.0,1.0,,
16,"Holland, Ben",12.0,7.0,2.0,14,2.0,1.0,3.0,2.0,1.0,3.0,1.0,,1.0,,,7,6.0,3.0,3.0,1.0,,,
39,"Kellaway, Andrew",8.0,6.0,2.0,10,,,,2.0,2.0,,1.0,1.0,,,,1,9.0,1.0,,5.0,,,
21,"King, Clinton",11.0,2.0,10.0,21,,,,3.0,1.0,3.0,3.0,4.0,1.0,1.0,,5,16.0,,,3.0,1.0,,
33,"Knights, Matthew",10.0,5.0,9.0,19,1.0,,,8.0,,3.0,5.0,2.0,,,,7,12.0,1.0,1.0,2.0,,,
34,"Mills, Andrew",1.0,,1.0,2,,,,,,1.0,,,,,,2,,,,,2.0,,
5,"Ottens, Brad",10.0,7.0,6.0,16,,1.0,32.0,5.0,1.0,4.0,6.0,1.0,2.0,1.0,,9,9.0,,,3.0,5.0,,
8,"Pettifer, Kayne",6.0,4.0,3.0,9,3.0,1.0,,3.0,,2.0,1.0,1.0,,,,6,3.0,2.0,3.0,1.0,,,
12,"Richardson, Matthew",6.0,3.0,2.0,8,1.0,,,2.0,,4.0,,1.0,1.0,1.0,,4,4.0,1.0,2.0,1.0,,,
4,"Rogers, Matthew",8.0,3.0,,8,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,,,2,4.0,,3.0,,1.0,,
19,"Sziller, Steven",8.0,3.0,3.0,11,,1.0,,2.0,3.0,1.0,1.0,1.0,,,,6,5.0,,,1.0,,,
32,"Tivendale, Greg",16.0,3.0,6.0,22,1.0,4.0,,5.0,1.0,7.0,4.0,3.0,,2.0,,7,16.0,,,2.0,,,
29,"Torney, Jason",11.0,6.0,7.0,18,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,3,14.0,,,2.0,1.0,,
41,"Vardy, Royce",7.0,2.0,3.0,10,,,1.0,3.0,2.0,,,,1.0,,,2,8.0,1.0,,,,,
Totals,Totals,192.0,88.0,102.0,294,19.0,12.0,39.0,62.0,24.0,56.0,44.0,22.0,14.0,12.0,6.0,105,185.0,17.0,18.0,29.0,16.0,,
Opposition,Opposition,165.0,83.0,105.0,270,13.0,9.0,37.0,36.0,34.0,41.0,29.0,30.0,12.0,14.0,,108,172.0,11.0,9.0,30.0,6.0,,
