Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bennett, Darren",6,5,,6,4,2.0,1.0,,,,,,1.0,,,,,,,,,,
4,"Campbell, Tony",3,3,3,6,,,,3.0,,,,,1.0,,,,,,,,,,
25,"Eishold, Simon",14,4,9,23,1,4.0,,1.0,,,,,2.0,5.0,,,,,,,,,
21,"Febey, Steven",10,5,,10,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
14,"Grinter, Rod",4,4,4,8,,,,2.0,,,,,,2.0,,,,,,,,,
33,"Healy, Greg",19,7,7,26,1,,,1.0,,,,,2.0,2.0,,,,,,,,,
28,"Howat, John",7,4,8,15,,,1.0,2.0,,,,,,2.0,,,,,,,,,
45,"Jackson, Ricky",13,5,4,17,1,,,1.0,,,,,3.0,1.0,,,,,,,,,
17,"Lovett, Brett",10,3,4,14,,,,2.0,,,,,1.0,2.0,,,,,,,,,
6,"Lovett, Glenn",6,,,6,,,,2.0,,,,,1.0,,,,,,,,,,
3,"Lyon, Garry",12,7,3,15,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
34,"Newport, Stephen",16,7,3,19,,1.0,,,,,,,,3.0,,,,,,,,,
29,"Obst, Andrew",10,1,4,14,,,,1.0,,,,,1.0,,,,,,,,,,
1,"ODwyer, Steven",,,,,,,2.0,,,,,,,1.0,,,,,,,,,
41,"Rohde, Peter",8,3,1,9,,,,2.0,,,,,2.0,,,,,,,,,,
5,"Spalding, Earl",10,7,2,12,1,,2.0,2.0,,,,,,6.0,,,,,,,,,
18,"Stretch, Steven",10,,1,11,2,,,2.0,,,,,2.0,2.0,,,,,,,,,
11,"Stynes, Jim",18,6,4,22,,,14.0,1.0,,,,,6.0,2.0,,,,,,,,,
15,"Tingay, Stephen",9,2,4,13,,3.0,,2.0,,,,,2.0,2.0,,,,,,,,,
8,"Yeats, Graeme",12,6,2,14,,,,3.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,79,63,260,10,13.0,20.0,32.0,,,,,27.0,35.0,,,,,,,,,
Opposition,Opposition,194,73,93,287,8,16.0,10.0,35.0,,,,,35.0,27.0,,,,,,,,,
