Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",7,3,4,11,1,1.0,,,,2.0,,5.0,1.0,1.0,,5.0,7.0,1.0,2.0,2.0,,,70.0
15,"Anderson, Noah",25,2,10,35,1,,,1.0,1.0,8.0,10.0,6.0,1.0,,3.0,15.0,19.0,,,4.0,,,87.0
2 ↑,"Atkins, Rory",7,2,5,12,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,3.0,9.0,,,,,,52.0
10,"Ballard, Charlie",6,3,4,10,,,,,1.0,,,2.0,,1.0,,5.0,5.0,1.0,,4.0,,,93.0
30,"Casboult, Levi",4,3,3,7,1,2.0,,1.0,,,,1.0,,,,3.0,4.0,2.0,2.0,,,,95.0
1,"Chol, Mabior",7,4,2,9,3,2.0,10.0,1.0,,,1.0,1.0,,1.0,,8.0,1.0,3.0,3.0,1.0,,,77.0
25,"Collins, Sam",9,7,1,10,,,,1.0,5.0,2.0,,3.0,1.0,2.0,,4.0,6.0,2.0,,10.0,,,100.0
19,"Corbett, Josh",8,7,4,12,2,1.0,,1.0,,4.0,,1.0,,,,2.0,10.0,1.0,3.0,1.0,,,87.0
5,"Davies, Alex",6,1,9,15,,,,1.0,1.0,4.0,6.0,6.0,1.0,2.0,,11.0,4.0,,,1.0,1.0,,58.0
4,"Ellis, Brandon",15,7,8,23,,1.0,,3.0,6.0,4.0,,2.0,1.0,,,7.0,15.0,1.0,1.0,2.0,,,85.0
50 ↓,"Farrar, Jy",,,3,3,,,,1.0,1.0,,,1.0,,1.0,,2.0,1.0,,,2.0,,,26.0
8,"Fiorini, Brayden",14,5,2,16,,,,2.0,4.0,4.0,,3.0,,1.0,,1.0,14.0,,,2.0,,,78.0
7,"Holman, Nick",5,1,3,8,,1.0,,3.0,,2.0,,4.0,,1.0,,3.0,5.0,,1.0,2.0,,,80.0
23,"Lemmens, Sean",8,4,5,13,,,,,2.0,,,2.0,1.0,1.0,,3.0,10.0,,,1.0,,,83.0
13,"Lukosius, Jack",10,5,4,14,,3.0,,5.0,2.0,3.0,1.0,2.0,,2.0,,5.0,8.0,,,2.0,,3.0,84.0
11,"Miller, Touk",12,2,20,32,,1.0,,,2.0,3.0,8.0,2.0,,,,21.0,11.0,,,,,,84.0
27,"Powell, Wil",13,6,4,17,,,,3.0,2.0,6.0,,2.0,2.0,2.0,,3.0,10.0,1.0,,4.0,,2.0,83.0
22,"Rankine, Izak",3,1,4,7,1,1.0,,,,1.0,2.0,3.0,,1.0,,7.0,2.0,,,1.0,1.0,2.0,78.0
41,"Rosas, Malcolm",6,2,6,12,3,,,1.0,,2.0,1.0,1.0,,,,3.0,9.0,,1.0,,,,64.0
18,"Rowell, Matt",8,1,11,19,,,,6.0,1.0,4.0,4.0,4.0,2.0,3.0,,10.0,8.0,,,3.0,,,86.0
24,"Swallow, David",10,3,3,13,,,,1.0,2.0,4.0,2.0,3.0,2.0,,,5.0,7.0,,,2.0,1.0,,86.0
14,"Weller, Lachie",24,8,7,31,1,,,1.0,7.0,7.0,1.0,3.0,1.0,,2.0,5.0,21.0,,,1.0,,2.0,79.0
28,"Witts, Jarrod",9,2,7,16,,,42.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,,11.0,6.0,,,1.0,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,79,129,345,13,14.0,52.0,35.0,39.0,64.0,43.0,60.0,17.0,21.0,5.0,142.0,192.0,12.0,13.0,46.0,3.0,10.0,
Opposition,Opposition,233,101,148,381,8,14.0,19.0,67.0,50.0,47.0,27.0,66.0,21.0,17.0,1.0,129.0,237.0,9.0,10.0,56.0,15.0,5.0,
