Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Allan, Matthew",29y 31d,141 (75-0-66 53.19%),72 (0.51),1 (0-0-1 0.00%),
23,"Bolton, Mark",24y 360d,60 (36-1-23 60.83%),27 (0.45),←,
16,"Bradley, Kepler",18y 136d,1 (0-0-1 0.00%),,←,
37,"Bullen, Marcus",21y 260d,21 (14-0-7 66.67%),6 (0.29),←,
19,"Hille, David",22y 300d,50 (30-0-20 60.00%),32 (0.64),←,
5,"Hird, James",31y 53d,187 (118-5-64 64.44%),275 (1.47),←,
14,"Johnson, Jason",26y 63d,111 (78-1-32 70.72%),66 (0.59),←,
18,"Lloyd, Matthew",25y 347d,166 (106-2-58 64.46%),603 (3.63),←,
42,"Lovett-Murray, Nathan",21y 131d,1 (0-0-1 0.00%),,←,
25,"Lucas, Scott",26y 89d,161 (103-1-57 64.29%),228 (1.42),←,
33,"McPhee, Adam",21y 174d,50 (20-0-30 40.00%),19 (0.38),25 (14-0-11 56.00%),10 (0.40)
24,"Misiti, Joe",29y 140d,218 (138-4-76 64.22%),90 (0.41),←,
28,"Murphy, Justin",27y 339d,146 (63-0-83 43.15%),124 (0.85),1 (0-0-1 0.00%),1 (1.00)
11,"Peverill, Damien",24y 260d,54 (32-1-21 60.19%),12 (0.22),←,
9,"Ramanauskas, Adam",23y 130d,85 (61-1-23 72.35%),47 (0.55),←,
29,"Reynolds, Joel",19y 297d,24 (10-1-13 43.75%),7 (0.29),←,
20,"Richards, Ted",21y 77d,13 (9-0-4 69.23%),9 (0.69),←,
43,"Rioli, Dean",25y 313d,73 (50-1-22 69.18%),81 (1.11),←,
34,"Stanton, Brent",17y 332d,1 (0-0-1 0.00%),,←,
4,"Watson, Jobe",19y 49d,2 (1-0-1 50.00%),,←,
12,"Welsh, Andrew",21y 46d,38 (20-1-17 53.95%),5 (0.13),←,
8,"Winderlich, Jason",19y 170d,4 (1-0-3 25.00%),2 (0.50),←,
Totals,Totals,23y 219d,1607 (965-19-623 60.05%),1705 (1.06),,
C,"Sheedy, Kevin",56y 95d,546 (352-6-188 65.02%),,←,
