Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",25y 204d,109 (65-4-40 61.47%),40 (0.37),←,
21,"Balta, Noah",23y 300d,84 (50-2-32 60.71%),25 (0.30),←,
29,"Bolton, Shai",24y 254d,112 (66-4-42 60.71%),129 (1.15),←,
35,"Broad, Nathan",30y 126d,125 (85-3-37 69.20%),3 (0.02),←,
9,"Cotchin, Trent",33y 134d,306 (168-5-133 55.72%),141 (0.46),←,
27,"Dow, Thomson",21y 307d,16 (6-1-9 40.63%),1 (0.06),←,
34,"Graham, Jack",25y 175d,116 (74-4-38 65.52%),48 (0.41),←,
2,"Grimes, Dylan",32y 34d,228 (139-4-85 61.84%),3 (0.01),←,
22,"Hopper, Jacob",26y 194d,129 (70-3-56 55.43%),49 (0.38),15 (7-1-7 50.00%),7 (0.47)
4,"Martin, Dustin",32y 54d,288 (163-4-121 57.29%),327 (1.14),←,
33,"McIntosh, Kamdyn",29y 138d,168 (105-3-60 63.39%),48 (0.29),←,
25,"Nankervis, Toby",29y 7d,135 (88-2-45 65.93%),37 (0.27),123 (81-2-40 66.67%),34 (0.28)
50,"Pickett, Marlion",31y 225d,78 (42-4-32 56.41%),23 (0.29),←,
3,"Prestia, Dion",30y 311d,212 (103-3-106 49.29%),70 (0.33),117 (77-3-37 67.09%),40 (0.34)
8,"Riewoldt, Jack",34y 292d,347 (182-8-157 53.60%),787 (2.27),←,
17,"Rioli, Daniel",26y 125d,159 (96-4-59 61.64%),102 (0.64),←,
10,"Rioli, Maurice",20y 352d,26 (16-2-8 65.38%),18 (0.69),←,
5,"Ross, Jack",22y 350d,62 (33-2-27 54.84%),14 (0.23),←,
15,"Short, Jayden",27y 207d,152 (92-4-56 61.84%),34 (0.22),←,
20,"Soldo, Ivan",27y 127d,56 (37-2-17 67.86%),22 (0.39),←,
14,"Taranto, Tim",25y 203d,136 (69-3-64 51.84%),67 (0.49),22 (10-1-11 47.73%),19 (0.86)
1,"Vlastuin, Nick",29y 122d,210 (129-4-77 62.38%),29 (0.14),←,
45,"Young, Tylar",24y 348d,18 (8-0-10 44.44%),,←,
Totals,Totals,27y 247d,3272 (1886-75-1311 57.64%),2017 (0.62),,
C,"McQualter, Andrew",37y 71d,12 (7-0-5 58.33%),,←,
