West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Allen, Oscar",7,5,,7,3,1.0,,,,2.0,,1.0,2.0,1.0,,5.0,2.0,3.0,3.0,,,,66.0
37,"Barrass, Tom",14,6,3,17,,,,,5.0,,,1.0,2.0,,,7.0,9.0,2.0,,9.0,,,85.0
28,"Cole, Tom",14,9,4,18,,,,3.0,4.0,,1.0,,4.0,,,5.0,13.0,,,3.0,,,87.0
27,"Darling, Jack",10,6,2,12,4,1.0,,3.0,,2.0,,5.0,2.0,5.0,,7.0,5.0,1.0,2.0,,,1.0,92.0
14,"Duggan, Liam",13,11,8,21,,,,,1.0,2.0,,3.0,,2.0,,2.0,19.0,,,6.0,3.0,1.0,76.0
16,"Hickey, Tom",11,8,7,18,1,,20.0,1.0,,5.0,1.0,2.0,,1.0,,12.0,6.0,5.0,1.0,2.0,,,70.0
25,"Hurn, Shannon",16,8,4,20,,,,1.0,6.0,1.0,,1.0,,,,4.0,11.0,1.0,,1.0,,1.0,92.0
34,"Hutchings, Mark",9,2,6,15,1,,,2.0,5.0,2.0,3.0,3.0,1.0,2.0,,6.0,10.0,,1.0,3.0,,,89.0
23,"Jetta, Lewis",13,6,3,16,,,,,2.0,4.0,1.0,5.0,,2.0,,5.0,11.0,,,3.0,1.0,1.0,85.0
17,"Kennedy, Josh",8,8,3,11,1,3.0,,,,2.0,,3.0,,2.0,,1.0,10.0,,4.0,,,,66.0
7,"Masten, Chris",16,10,5,21,,,,3.0,4.0,2.0,2.0,3.0,1.0,,,3.0,18.0,,,,,1.0,88.0
20,"McGovern, Jeremy",15,11,3,18,,,,1.0,4.0,1.0,,,,,,8.0,10.0,4.0,,5.0,2.0,,84.0
21,"Petruccelle, Jack",9,9,4,13,1,,,1.0,1.0,4.0,,2.0,1.0,1.0,,2.0,12.0,,,,3.0,,83.0
8,"Redden, Jack",13,8,6,19,,,,3.0,4.0,,3.0,2.0,1.0,,,4.0,15.0,,,1.0,,1.0,77.0
1,"Ryan, Liam",6,1,4,10,,,,1.0,,1.0,,1.0,,,,2.0,7.0,,,,,1.0,86.0
4,"Sheed, Dom",19,9,9,28,1,,,,4.0,5.0,4.0,3.0,1.0,1.0,1.0,7.0,21.0,,1.0,,1.0,,83.0
5,"Sheppard, Brad",14,7,6,20,,,,4.0,6.0,,2.0,4.0,,,,5.0,15.0,,,4.0,,,89.0
13,"Shuey, Luke",16,2,12,28,2,,,5.0,2.0,7.0,5.0,5.0,2.0,1.0,3.0,8.0,19.0,,,1.0,,,81.0
45,"Smith, Josh",7,7,6,13,1,1.0,,,,,,,,,,2.0,11.0,,2.0,,,,80.0
19,"Vardy, Nathan",5,5,4,9,,,13.0,1.0,,3.0,1.0,,,,,6.0,3.0,2.0,,1.0,,2.0,84.0
18,"Venables, Daniel",7,5,6,13,,,,,,3.0,3.0,2.0,,,,5.0,8.0,,,2.0,,1.0,76.0
6,"Yeo, Elliot",12,3,11,23,1,,,5.0,2.0,1.0,7.0,8.0,1.0,5.0,,14.0,9.0,2.0,,2.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,254,146,116,370,16,8.0,33.0,34.0,50.0,47.0,33.0,54.0,18.0,23.0,4.0,120.0,244.0,20.0,14.0,43.0,10.0,10.0,
Opposition,Opposition,225,109,129,354,7,10.0,35.0,30.0,30.0,62.0,38.0,56.0,23.0,18.0,2.0,119.0,233.0,8.0,8.0,46.0,6.0,5.0,
