Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Baguley, Mark",30y 54d,98 (41-1-56 42.35%),3 (0.03),←,
2,"Bellchambers, Tom",28y 5d,87 (35-2-50 41.38%),61 (0.70),←,
24,"Bird, Craig",28y 174d,156 (88-2-66 57.05%),59 (0.38),19 (3-0-16 15.79%),3 (0.16)
32,"Colyer, Travis",25y 324d,73 (35-1-37 48.63%),50 (0.68),←,
6,"Daniher, Joe",23y 132d,86 (31-1-54 36.63%),153 (1.78),←,
13,"Fantasia, Orazio",21y 303d,43 (12-1-30 29.07%),63 (1.47),←,
8,"Gleeson, Martin",22y 323d,62 (17-1-44 28.23%),5 (0.08),←,
9,"Goddard, Brendon",32y 55d,305 (167-4-134 55.41%),157 (0.51),100 (41-1-58 41.50%),53 (0.53)
15,"Green, Josh",24y 324d,95 (36-0-59 37.89%),122 (1.28),14 (7-0-7 50.00%),15 (1.07)
36,"Hartley, Michael",24y 37d,31 (10-0-21 32.26%),1 (0.03),←,
21,"Heppell, Dyson",25y 61d,122 (58-2-62 48.36%),40 (0.33),←,
26,"Hooker, Cale",28y 274d,148 (66-2-80 45.27%),55 (0.37),←,
18,"Hurley, Michael",27y 43d,135 (63-3-69 47.78%),108 (0.80),←,
47,"Kelly, James",33y 197d,307 (196-1-110 64.01%),90 (0.29),34 (11-0-23 32.35%),2 (0.06)
43,"McDonald-Tipungwuti, Anthony",24y 83d,37 (11-0-26 29.73%),33 (0.89),←,
1,"McGrath, Andrew",19y 42d,15 (8-0-7 53.33%),1 (0.07),←,
45,"McKenna, Conor",21y 108d,26 (8-0-18 30.77%),8 (0.31),←,
7,"Merrett, Zach",21y 284d,75 (27-1-47 36.67%),27 (0.36),←,
23,"Myers, David",28y 14d,93 (48-0-45 51.61%),28 (0.30),←,
3,"Parish, Darcy",19y 354d,33 (9-0-24 27.27%),10 (0.30),←,
17,"Stewart, James",23y 132d,27 (13-0-14 48.15%),30 (1.11),9 (5-0-4 55.56%),12 (1.33)
11,"Zaharakis, David",27y 143d,163 (72-2-89 44.79%),110 (0.67),←,
Totals,Totals,25y 191d,2217 (1051-24-1142 47.41%),1214 (0.55),,
C,"Worsfold, John",48y 292d,319 (160-2-157 50.47%),,38 (11-0-27 28.95%),
