Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",7,4.0,6,13,,1.0,,,,1.0,,5.0,1.0,2.0,,6,8,1.0,,6.0,,,100.0
13,"Berry, Jarrod",7,3.0,5,12,,,,5.0,,2.0,1.0,3.0,1.0,2.0,,1,12,,,2.0,,1.0,77.0
8,"Bewick, Rohan",12,2.0,3,15,,2.0,,2.0,4.0,3.0,1.0,2.0,1.0,1.0,,7,8,,,2.0,,1.0,65.0
23,"Cameron, Charlie",8,5.0,1,9,3.0,,,1.0,,2.0,,,,,,4,5,1.0,3.0,1.0,,2.0,83.0
3,"Christensen, Allen",16,4.0,5,21,1.0,1.0,,4.0,2.0,1.0,5.0,5.0,1.0,1.0,,7,13,,,,,,88.0
20,"Cox, Cedric",4,2.0,4,8,1.0,,,1.0,1.0,1.0,,2.0,,1.0,,4,4,,1.0,1.0,,,70.0
26,"Cutler, Tom",14,7.0,7,21,1.0,2.0,,2.0,1.0,3.0,4.0,1.0,1.0,,,5,15,,1.0,3.0,,1.0,87.0
27,"Gardiner, Darcy",9,8.0,9,18,,,,2.0,2.0,,1.0,4.0,1.0,3.0,,7,11,1.0,,7.0,,,88.0
30,"Hipwood, Eric",7,5.0,7,14,3.0,,1.0,,,1.0,1.0,3.0,2.0,,,6,8,,1.0,3.0,,1.0,82.0
2,"Hodge, Luke",8,6.0,3,11,,,,3.0,2.0,1.0,1.0,1.0,,1.0,,2,8,,,2.0,1.0,,84.0
35,"Lester, Ryan",6,1.0,4,10,,,,4.0,1.0,,2.0,2.0,1.0,1.0,,9,4,,,2.0,,,75.0
12,"Martin, Stefan",16,7.0,14,30,,,49.0,7.0,2.0,9.0,4.0,6.0,6.0,1.0,3.0,13,18,,,1.0,,1.0,92.0
36,"Mathieson, Rhys",6,,7,13,,,,2.0,2.0,,7.0,1.0,1.0,,,10,4,,,,,,76.0
32,"Mayes, Sam",9,4.0,10,19,,,,2.0,4.0,1.0,1.0,1.0,2.0,1.0,,5,12,,,1.0,,,86.0
6,"McCluggage, Hugh",10,5.0,4,14,2.0,,,5.0,2.0,1.0,2.0,3.0,,1.0,,6,9,1.0,,1.0,,,90.0
16,"Rayner, Cam",6,3.0,3,9,1.0,,,4.0,,3.0,,1.0,,1.0,,4,5,2.0,1.0,1.0,,1.0,72.0
18,"Robertson, Nick",7,5.0,3,10,1.0,,,2.0,4.0,1.0,1.0,3.0,,2.0,,3,8,1.0,,,,,86.0
5,"Robinson, Mitch",11,4.0,11,22,,,,11.0,2.0,3.0,6.0,4.0,2.0,1.0,1.0,12,10,2.0,,1.0,,,79.0
28,"Taylor, Lewis",8,2.0,7,15,,,,,2.0,3.0,,1.0,2.0,,,8,7,,,,,1.0,85.0
14,"Walker, Josh",5,3.0,4,9,,1.0,5.0,,,1.0,1.0,3.0,2.0,1.0,,6,3,2.0,1.0,,,1.0,79.0
29,"Witherden, Alex",18,7.0,2,20,,,,,5.0,,,,1.0,,,3,11,,,2.0,,,75.0
15,"Zorko, Dayne",9,,10,19,1.0,1.0,,4.0,,6.0,3.0,2.0,2.0,,,13,6,,,,3.0,,79.0
Totals,Totals,203,87.0,129,332,14.0,8.0,55.0,61.0,36.0,43.0,41.0,53.0,27.0,20.0,4.0,141,189,11.0,8.0,36.0,4.0,10.0,
Opposition,Opposition,235,111.0,149,384,14.0,13.0,22.0,45.0,28.0,55.0,33.0,60.0,20.0,27.0,2.0,137,245,5.0,16.0,48.0,8.0,11.0,
