Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",21y 262d,26 (6-0-20 23.08%),6 (0.23),15 (3-0-12 20.00%),5 (0.33)
42,"DAmbrosio, Massimo",19y 12d,1 (1-0-0 100.00%),,←,
2,"Draper, Sam",23y 262d,34 (9-0-25 26.47%),10 (0.29),←,
22,"Durham, Sam",20y 343d,18 (6-0-12 33.33%),4 (0.22),←,
35,"Guelfi, Matt",24y 307d,74 (35-1-38 47.97%),21 (0.28),←,
33,"Ham, Brayden",23y 53d,41 (17-0-24 41.46%),9 (0.22),←,
21,"Heppell, Dyson",30y 34d,204 (95-2-107 47.06%),63 (0.31),←,
19,"Hind, Nick",27y 302d,55 (23-0-32 41.82%),21 (0.38),34 (14-0-20 41.18%),4 (0.12)
8,"Hobbs, Ben",18y 274d,9 (2-0-7 22.22%),5 (0.56),←,
23,"Jones, Harry",21y 112d,19 (8-0-11 42.11%),25 (1.32),←,
29,"Kelly, Jake",27y 147d,122 (52-1-69 43.03%),1 (0.01),12 (2-0-10 16.67%),
15,"Laverde, Jayden",26y 66d,82 (34-0-48 41.46%),37 (0.45),←,
37,"Martin, Nic",21y 75d,12 (3-0-9 25.00%),13 (1.08),←,
1,"McGrath, Andrew",24y 15d,105 (50-1-54 48.10%),19 (0.18),←,
7,"Merrett, Zach",26y 257d,175 (73-2-100 42.29%),52 (0.30),←,
16,"Perkins, Archie",20y 83d,34 (14-0-20 41.18%),21 (0.62),←,
34,"Phillips, Andrew",30y 349d,58 (15-0-43 25.86%),21 (0.36),17 (9-0-8 52.94%),6 (0.35)
27,"Redman, Mason",24y 295d,72 (32-1-39 45.14%),9 (0.13),←,
14,"Ridley, Jordan",23y 240d,59 (23-1-35 39.83%),,←,
9,"Shiel, Dylan",29y 100d,192 (81-4-107 43.23%),82 (0.43),57 (22-1-34 39.47%),18 (0.32)
17,"Stewart, James",28y 105d,76 (32-1-43 42.76%),66 (0.87),58 (24-1-33 42.24%),48 (0.83)
25,"Stringer, Jake",28y 53d,163 (82-0-81 50.31%),288 (1.77),74 (34-0-40 45.95%),128 (1.73)
20,"Wright, Peter",25y 282d,100 (26-0-74 26.00%),143 (1.43),34 (13-0-21 38.24%),58 (1.71)
Totals,Totals,24y 255d,1731 (719-14-998 41.54%),916 (0.53),,
C,"Rutten, Ben",39y 20d,35 (13-0-22 37.14%),,←,
